Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Tamil cinema,7.1,92.0,Jeeva,Viswanathan Ravichandran,Jeeva,Vinay Rai,Sadha,Harris Jayaraj,Jeeva,V. T. Vijayan,Aascar Film Pvt. Ltd[1],April,Tamil,1
Tollywood,4.9,83.0,Priyadarshini Ram,Others,Priyadarshini Ram,Upendra,Raja,Mani Sharma,Thota raju,Anil Kumar Bonthu,Others,July,Telugu,5
Action,5.1,74.0,Teja,Allu Aravind,Others,Nandamuri Kalyan Ram,Kajal Aggarwal,R. P. Patnaik,Others,Others,Others,February,Telugu,6
Horror,6.9,83.0,Tulasi Ram,Ravi Prakash & Kalyan Ram,Ravi Prakash,Sivaji,Charmy Kaur,Anand,Sivendra,Upendra,Others,December,Telugu,4
Romance,3.6,83.0,Srinivas,Krishna Reddy,Others,Navdeep,Ekta Khosla,Mani Sarma,Others,Others,Others,January,Telugu,7
Romance,7.8,84.0,Mani Ratnam,Mani Ratnam,Vijay Krishna Acharya,Abhishek Bachchan,Aishwarya Rai Bachchan,A. R. Rahman,Rajiv Menon,A. Sreekar Prasad,Others,January,Hindi,1
Comedy,6.5,83.0,V. Samudra,Others,Others,Rajasekhar,Samvrutha Sunil,Chinna,Others,Others,Others,February,Telugu,7
Romance,6.5,83.0,Chandra Siddhartha,D. Ramanaidu,Chandra Siddhartha (screenplay),Sumanth,Sneha,Mani Sharma,Sudhakar Yekkanti,Marthand K. Venkatesh,Others,February,Telugu,4
Horror,6.3,75.0,Raghava Lawrence,Saran,Ramesh Khanna,Raghava Lawrence,Vedhicka,Original songs:,K. V. Guhan,Suresh Urs,Gemini Productions,March,Tamil,1
Drama,6.1,83.0,Posani Krishna Murali,Posani Krishna Murali,Posani Krishna Murali,Srikanth,Music by,M. M. Srilekha,Raja,Gautham Raju,Aman International Movies,May,Telugu,3
Romance,4.3,83.0,Amma Rajashekhar,Parachuri Shivarama Prasad,Others,Nitin,Sadha,Chakri,Santosh RSB,Gowtham Raju,United Movies,November,Telugu,4
Comedy,5.2,83.0,EVV Satyanarayana,EVV Satyanarayana,Varaprasad varma,Allari Naresh,Kausha Rach,Sri Krishna,V.Jayaram,Goutham raju,E. V .V. Cinema,April,Telugu,2
Thriller,6.5,83.0,Vamsy,Satish Thati and Jai Arnala,Vamsi Krishna Akella,Aryan Rajesh,Hamsa Nandini,Ilayaraja,P.G. Vinda,Others,Others,February,Telugu,5
Thriller,5.1,82.0,Fightmaster Vijayan,Santhi Srihari,AK Sajan,Srihari,Shamna,Mani Sharma,Vijay C Kumar,Gowtam Raju,Sri Chalana Chitra,May,Telugu,2
Action,5.6,85.0,Hari,B. Bharathi Reddy,Hari,Vishal,Prabhu,Yuvan Shankar Raja,Priyan,V. T. Vijayan,Vijaya Productions,January,Tamil,1
Romance,7.3,76.0,Suriya Kiran,Mohan Babu,Mysskin,Manoj Manchu,Sheela,Yuvan Shankar Raja,Prasad Murella,Gautham Raju,Sree Lakshmi Prasanna Pictures,May,Telugu,2
Action,7.1,90.0,Bhaskar,Dil Raju,Bhaskar,Allu Arjun,Sheela Kaur,Mani Sharma,Vijay C Chakravarthy,Marthand K. Venkatesh,Sri Venkateswara Creations,May,Telugu,1
Romance,8.3,96.0,Radhakrishna Jagarlamudi,Saibabu Jagarlamudi,Radhakrishna Jagarlamudi,Allari Naresh,Sharwanand,E. S. Murthy,Hari Anubolu,Shravan K.,First Frame Entertainment,February,Telugu,1
Action,6.9,91.0,Puri Jagannadh,K.S. Rama Rao,Puri Jagannadh,Prabhas,Trisha,Sandeep Chowta,Shyam K. Naidu,Varma,Creative Commercials,March,Telugu,1
Comedy,7.2,81.0,Trivikram Srinivas,Allu Aravind,Trivikram Srinivas,Pawan Kalyan,Ileana D'Cruz,Devi Sri Prasad,K. V. Guhan,Sreekar Prasad,Others,April,Telugu,2
Comedy,7.2,84.0,Mohan Krishna Indraganti,Ram Mohan P,Mohan Krishna Indraganti,Colours Swathi,Nani,Kalyani Malik,P.G. Vinda,Marthand K. Venkatesh,Others,September,Telugu,3
Music,6.5,82.0,M. S. Raju.srikanth.bulla,M. S. Raju,M. S. Raju,Vinay Rai,Meera Chopra,Kamalakar,Sekhar V. Joseph,Others,Sumanth Art Productions,January,Telugu,3
Tamil cinema,7.2,91.0,K. S. Ravikumar,Venu Ravichandran,Kamal Haasan,Kamal Haasan,Asin,Songs:,Ravi Varman,K. Thanikachalam,Aascar Film Pvt. Ltd,June,Tamil,1
Action,6.1,78.0,Siva,V. Anand Prasad,M. Ratnam (dialogues),Gopichand,Anushka Shetty,Mani Sharma,Vetri,Marthand K Venkatesh,Bhavya Creations,September,Telugu,0
Comedy,7.1,83.0,Sai Kiran Adivi,Saritha Patra,Sai Kiran Adivi,Krishnudu,Sonia,Sam Prasan,P.G. Vinda,Marthand K Venkatesh,Others,November,Telugu,4
Comedy,7.2,83.0,P.Vasu,Mohan Babu,Madhukuri Raja (dialogues),Nagarjuna Akkineni,Manchu Vishnu,M. M. Keeravani,Om Prakash,Gautham Raju,Sree Lakshmi Prasanna Pictures,February,Telugu,1
Romance,6.9,86.0,Srikanth Addala,Dil Raju,Srikanth Addala,Varun Sandesh,Shweta Prasad,Mickey J. Meyer,Chota K. Naidu,Marthand K. Venkatesh,Sri Venkateswara Creations,October,Telugu,2
Action,5.2,79.0,Meher Ramesh,C. Ashwini Dutt,Meher Ramesh,Jr. NTR,Hansika Motwani,Mani Sharma,Sameer Reddy,Marthand K. Venkatesh,Others,May,Telugu,2
Romance,4.2,83.0,K. Vijaya Bhaskar,Sakhamuri Panduranga Rao,Abburi Ravi (dialogues),Ileana D'Cruz,Tarun,K.M. Radha Krishnan,Jagan JRJ,Marthand K. Venkatesh,Sri Lakshmi Devi Productions,April,Telugu,1
Comedy,7.2,87.0,Srinu Vaitla,Sravanthi Ravi Kishore,Kona Venkat,Ram,Genelia D'Souza,Devi Sri Prasad,Prasad Murella,M.R. Varma,Sri Sravanthi Movies,June,Telugu,1
Comedy,5.4,87.0,Yogi,Nallamalupu Bujji,Kona Venkat,Venkatesh,Anushka Shetty,Songs:,K. Ravindra Babu,Sreekar Prasad,Lakshmi Narasimha Productions,October,Telugu,0
Action,5.8,83.0,B.V. Ramana,Pokuri Babu Rao,Marudhuri Raja,Gopichand,Bhavana,Mani Sharma,Sarvesh Murari,Gautham Raju,Ee Taram Films[1],February,Telugu,1
Comedy,6.5,83.0,Devi Prasad,Muthyala Satya Kumar,Others,Allari Naresh,Sayali Bhagat,Koti,Others,Others,Others,October,Telugu,7
Romance,6.1,83.0,G. Neelakanta Reddy,RamaRao Bodduluri,G. Neelakanta Reddy,Raja Abel,Genelia D'Souza,Chakri,Suneel L Reddy,Others,Life Style Art Pictures,January,Telugu,4
Tollywood,3.5,83.0,Bapu,Others,Mullapudi Venkata Ramana,Naresh,Charmi,Vidyasagar,Others,Others,Others,February,Telugu,7
Action,5.6,83.0,J. D. Chakravarthy,Kiran Kumar Koneru,Kona Venkat (dialogues),Jagapathi Babu,J.D. Chakravarthy,Nithin Raikwar,Bharani K Dharan,Bhanodaya,Shreya Productions,August,Telugu,1
World cinema,6.0,83.0,Lakshmikant Chenna,Nukarapu Surya Prakasa Rao,Others,Ravi Krishna,Rekha Vedavyas,Anil,Others,Others,Others,October,Telugu,8
Others,5.8,83.0,Madan,Paruchuri Sivaram Prasad,Madan (story/screenplay/dialogues),Uday Kiran,Aditi Sharma,M. M. Keeravani,J. Prabhakar Reddy,K. V. Krishna Reddy,United Movies,September,Telugu,3
Drama,5.8,83.0,Dasarath,Adityaram,Dasarath,Jagapati Babu,Anushka Shetty,R. P. Patnaik,Ramesh,M.R. Varma,Adityaram Movies,January,Telugu,1
Comedy,5.9,83.0,Srinivasa Reddy,Ammiraju Kanumilli,UNKNOWN,Allari Naresh,Krishna Bhagavaan,M. M. Srilekha,Adusumilli Vijaykumar,Marthand K. Venkatesh,Others,April,Telugu,4
World cinema,3.7,83.0,G. Ravicharan Reddy,Chinthalapudi Srinivasa Rao,G. Ravicharan Reddy (dialogues ),Sushanth,Tamannaah,Chakri,Akhilan,Goutham Raju,Sri Nag Corporation,April,Telugu,2
Romance,6.9,96.0,A. Karunakaran,G. S. Ranganath,A. Karunakaran (story & screenplay),Yasho Sagar,Sneha Ullal,G. V. Prakash Kumar,I. Andrew,Marthand K. Venkatesh,Amruth Amarnath Arts,July,Telugu,2
Romance,7.1,83.0,Ravi Babu,Ramoji Rao,Ravi Babu ( dialogues),Tanish,Maadhavi Latha,Shekar Chandra,Nixon,Marthand K. Venkatesh,Ushakiran Movies,December,Telugu,0
Drama,6.8,93.0,Puri Jagannadh,DVV Danayya,Puri Jagannadh,Ravi Teja,Siya Gowtham,Chakri,Shyam K Naidu,Others,Others,December,Telugu,4
Comedy,4.3,83.0,Ravikumar Chowdary,C Kalyan and S Vijayanand,Ravikumar Chowdary,Nitin,Kajal Aggarwal,Chakri,Jawahar Reddy,Others,Others,March,Telugu,5
Horror,5.8,83.0,Vamsikrishna Akella,Azam Khan,Jeevan Reddy (dialogues),Jagapati Babu,Kalyani,Bopi Tutul,Surjodeep Ghosh.,Bhanodaya,One More Thought Entertainment,September,Telugu,1
Comedy,3.8,83.0,Udayasankar,D Ramanaidu,Udayasankar,Ghattamaneni Krishna,Ravi Teja,K. M. Radha Krishnan,B. Balamurugan,Marthand K. Venkatesh,Others,August,Telugu,4
Comedy,2.2,57.0,YVS Chowdary,YVS Chowdary,Chintapalli Ramana (dialogues),Nandamuri Balakrishna,Anushka Shetty,Mani Sharma,Madhu A Naidu,Kotagiri Venkateswara Rao,Bommarillu[1],January,Telugu,0
Action,5.4,83.0,Raj Aditya,D.Supriya,Raj Aditya,Sumanth,Kajal Aggarwal,Mani Sharma,Sudhakar Yekkanti,Others,SS Creations,January,Telugu,4
Action,4.3,83.0,CC Srinivas,M. Anjibabu,Swamiji-Vijay,Jagapati Babu,Srikanth,Chakri,Sarath,Gautham Raju,Mac Media-Blue Sky Entertainment[1],March,Telugu,2
Tollywood,5.1,83.0,Teja,Teja,Teja,Raja,Ishana,Chakri,P. C. Sreeram,Shankar,Others,October,Telugu,4
Drama,6.0,83.0,Raj Kapoor,Polisetty Rambabu,Others,Uday Kiran,Diya,D. Imman,Suresh,Others,Others,February,Telugu,5
Tollywood,4.4,83.0,Kuchipudi Venkat,Kuchipudi Venkat,Kuchipudi Venkat,Krishna Bhagavan,Simran,Kiran Varanasi http://www.filmibeat.com/celebs/kiran-varanasi.html,V. Gopinath,Others,Others,March,Telugu,5
Drama,4.8,83.0,Mullapudi Vara,Tulasi Gopal,Chandra Sekhar Yeleti,Allari Naresh,Rajiv Kanakala,Vijay Kurakula,P.K.H. Das,Others,Others,February,Telugu,5
Tollywood,4.3,83.0,S. S. Vikram Gandhi,Venu Madhav,Others,Venu Madhav,Priya Mohan,Others,Others,Others,Others,March,Telugu,7
Romance,6.7,88.0,Anish Kuruvilla,Sekhar Kammula,Anish Kuruvilla,Kamal Kamaraju,Bindu Madhavi,Manikanth Kadri,Shamdat,Praveen Boyina,Amigoes Creations Pvt Ltd,November,Telugu,1
Action,6.7,83.0,Harshavardhan,Kalyan Ram,Gowri Shankar,Kalyan Ram,Priyamani,Mickey J Meyer,Ram Prasad,Gowtham Raju,N.T.R. Arts,July,Telugu,2
World cinema,5.9,83.0,Parasuram,Hari Tumma,Others,Nikhil Siddharth,Aksha Pardasany,Mani Sharma,Jaswanth,Marthand K. Venkatesh,Others,November,Telugu,5
Comedy,2.6,83.0,E. Srikanth Nahatha l,Palli Kesava Rao and K Kishore Reddy,Others,Sivaji,Brahmanandam,Sai Karthik,Others,Others,Others,July,Telugu,7
Action,7.7,81.0,S. S. Rajamouli,Allu Aravind,M. Rathnam,Ram Charan,Kajal Aggarwal,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Geetha Arts,July,Telugu,0
Horror,7.3,85.0,Kodi Ramakrishna,M Shyam Prasad Reddy,Chintapalli Ramana,Anushka Shetty,Sonu Sood,Koti,K. K. Senthil Kumar,Marthand K Venkatesh,Mallemala Entertainments,January,Telugu,2
Action,7.3,89.0,Sukumar,Aditya Babu,Sukumar,Allu Arjun,Navdeep,Devi Sri Prasad,B. Rajasekar,Marthand K. Venkatesh,Others,November,Telugu,2
Action,6.1,80.0,Meher Ramesh,D Narendra,Salim Khan,Prabhas,Anushka Shetty,Mani Sharma,S. Soundar Rajan,Marthand K. Venkatesh,Gopikrishna Movies Pvt Ltd,April,Telugu,2
Romance,7.1,93.0,Kishore Kumar Pardasani (Dolly),Nallamalapu Srinivas (Bujji),Kishore Kumar Pardasani (Dolly),Siddharth,Tamannaah,Shankar-Ehsaan-Loy,Vijay Chakravarthy,A. Sreekar Prasad,Sri Lakshmi Narasimha Productions,February,Telugu,1
Romance,6.6,88.0,Anand Ranga,DVV Danayya,Anand Ranga,Siddharth,Shamili,Yuvan Shankar Raja,Vijay K Chakravarthi,Marthand K Venkatesh,Universal Media,July,Telugu,1
Action,4.8,76.0,Parasuram,Bandla Ganesh,Parasuram,Ravi Teja,Nayantara,S.Thaman,Ravindra Babu,Marthand K. Venkatesh,Parameswara Art Productions,August,Telugu,2
Music,5.5,84.0,Puri Jagannadh,Adityaram Movies,Others,Prabhas Raju Uppalapati,Kangana Ranaut,Mani Sharma,Shyam K Naidu,Others,Others,October,Telugu,4
Action,5.1,83.0,Naren Kondepati,Nandamuri Kalyan Ram,Naren Kondepati,Nandamuri Kalyan Ram,Hansika Motwani,S. S. Thaman,Dasaradhi Sivendra,Gowtam Raju,Others,October,Telugu,4
Action,6.1,77.0,Krishna Vamsi,C R Manohar,Others,Srikanth,Bhavana,Vijay Antony,Sharat,Gautham Raju,Others,October,Telugu,4
Romance,7.5,83.0,Chandra Sekhar Yeleti,Seeta Yeleti,Chaitanya Muddana,Manoj Manchu,Payal Ghosh,Mahesh Shankar,Sarvesh Murari,Mohan Rama Rao,Others,May,Telugu,4
Romance,5.2,77.0,Krishna Vamsi,Sunkara Madhumurali,Krishna Vamsi,Tarun Kumar,Genelia D'Souza,Mani Sharma &vidyasagar,Samalabhasker,Shankar,Others,January,Telugu,3
Comedy,5.2,83.0,B. Gopal,M.S.Raju,Others,Ram,Hansika Motwani,Chakri,Sekhar V Joseph,Kotagiri Venkateshwara Rao,Sumanth Art Productions,January,Telugu,3
Drama,5.1,83.0,Mahadev,Sivalenka Krishna Prasad,M. Ratnam (dialogues),Nandamuri Balakrishna,Priyamani,Mani Sharma,B. Balamurugan,Kola Bhaskar,Sridevi Movies,May,Telugu,1
Comedy,6.7,83.0,Sai Kiran Adivi,Mahi V Raghav,Sai Kiran Adivi,Krishnudu,Saranya Mohan,Manikanth Kadri,Ramana Salwa,Marthand K Venkatesh,Others,November,Telugu,4
Comedy,7.8,87.0,Surender Reddy,R. R. Venkat,Abburi Ravi,Ravi Teja,Ileana D'Cruz,S. Thaman,Rasool Ellore,Gautham Raju,R. R. Movie Makers,May,Telugu,0
Comedy,5.3,83.0,Siva,J Bhagavan,Anil Ravipudi (dialogues),T. Gopichand,Trisha,S. Thaman,Vetri,Gautham Raju,Sri Balaji Cine Media,September,Telugu,1
Comedy,6.8,79.0,E V V Satyanarayana,D. Ramanaidu,Veligonda Srinivas (Dialogues ),Allari Naresh,Kamna Jethmalani,Koti,V Jayaram,Gautham Raju,Suresh Productions,October,Telugu,2
Romance,4.9,83.0,Jaya Ravindra,Puri Jagannadh,Others,Sairam Shankar,Bindu Madhavi,Raghu Kunche,Others,Others,Vaishno Academy,October,Telugu,6
Action,6.2,89.0,Vasu Varma,Dil Raju,Others,Naga Chaitanya,Karthika,Sandeep Chowtha,Sameer Reddy,Marthand K Venkatesh,Sri Venkateswara Creations,September,Telugu,2
Tollywood,5.6,72.0,Palnati Surya Pratap,Others,Srinivasa Rao Chinthalapudi,Sushanth,Sneha Ullal,Devi Sri Prasad,Vijaya Kumar C.,Martand K. Venkatesh,Others,June,Telugu,2
Thriller,4.7,83.0,V.K.Prakash,Manjula Ghattamaneni,Indira Productions Creative Unit,Manjula Ghattamaneni,Charmy Kaur,Manu Ramesan,Shyam Dutt,Others,Indira Productions,June,Telugu,4
Action,7.2,79.0,Chaitanya Dantuluri,Priyanka Dutt,Chaitanya Dantuluri,Nara Rohit,Vedhika,Mani Sharma,Anil Bhandari,Marthand K. Venkatesh,Others,September,Telugu,2
Thriller,6.6,83.0,Ravi Babu,V. Anand Prasad,Ravi Babu,Sneha,Bhumika Chawla,Shekar Chandra,Sudhakar Reddy,Others,Bhavya Creations,December,Telugu,4
Drama,7.4,83.0,P. Sunil Kumar Reddy,Y Ravindra Babu,Others,Raja,Thirtha,Saketh Sairam,Sabu James,Sri Guha,Sravya Productions,March,Telugu,3
Thriller,6.8,83.0,N S Murthy(Dakshin Srinivas),Ganesh Indukuri,N S Murthy(Dakshin Srinivas),Suresh Gopi,Ajay,Mani Sharma,Others,Others,Others,May,Telugu,6
Romance,6.3,83.0,Satish Kasetty,Mohan Vadlapatla,Satish Kasetty,Kamal Kamaraju,Swati Reddy,Sharath,Others,basava paidi reddy,Others,July,Telugu,4
Romance,5.1,89.0,M. Saravanan,Sravanthi Ravi Kishore,Sri Sravanthi Movies Team,Ram,Kajal Aggarwal,Mickey J Meyer,Hari Anumolu,Sreekar Prasad,Sri Sravanthi Movies,September,Telugu,2
Family,7.3,83.0,Shankaranath Durga,Others,Others,Mohan Babu,Sharwanand,Chakri,Others,Others,Others,June,Telugu,7
Action,4.3,83.0,Sandeep Gunnam,P. Kiran,Others,Varun Sandesh,Neha Sharma,Achu,Sarvesh Murari,Marthand K Venkatesh,Anandi Art Creations,November,Telugu,4
Tollywood,4.5,73.0,J.Karun Kumar,D.S. Rao,Others,Nitin,Priyamani,Anoop,Others,Others,Others,February,Telugu,6
Romance,4.8,83.0,Marthand K Shankar,M.Sarvanan,Marthand K Shankar,Varun Sandesh,Vimala Raman,Mani Sharma,Venugopaalan,Others,Others,June,Telugu,5
Romance,3.4,83.0,Parachuri Murali,G. V. Ramana,Parachuri Murali,Nitin,Ileana D'Cruz,Mani Sharma,Others,Kotagiri Venkateswara Rao,Others,September,Telugu,5
Action,4.9,80.0,Susi Ganesan,Kalaipuli S. Dhanu,Susi Ganesan,Vikram,Shriya Saran,Devi Sri Prasad,N. K. Ekambaram,Praveen K. L.,V. Creations,August,Tamil,1
Comedy,4.6,83.0,Raj Pippalla,Ramana Gogula,Raj Pippalla (story),Sumanth,Kriti Kharbanda,Ramana Gogula,Andrew,M.R. Varma,Others,June,Telugu,4
Drama,4.5,83.0,Jonnalagadda Srinivas,K. Ramakrishna Prasad,Madukuri Raja (dialogues),Jagapati Babu,Meera Jasmine,M. M. Srilekha,Ch. Ramana Raju,B. Krishanam Raju,Sowbhagya Media Limited,May,Telugu,1
Bollywood,6.0,81.0,Chakri Toleti,Kamal Haasan,Neeraj Pandey,Kamal Haasan,Venkatesh,Shruti Haasan,Manoj Soni,Rameshwar S. Bhagat,Raaj Kamal International,September,Telugu,2
Action,7.3,93.0,K. V. Anand,M. Saravanan,Subha (Dialogue),Suriya,Prabhu,Harris Jayaraj,M. S. Prabhu,Anthony Gonsalves,AVM Productions,April,Tamil,0
Horror,7.1,92.0,Vikram Kumar,Suresh Balaje,Vikram Kumar (Both),R. Madhavan,Neetu Chandra,Shankar-Ehsaan-Loy,P. C. Sreeram,Sreekar Prasad,Others,March,Tamil,1
Romance,6.0,83.0,Siva Nageswara Rao,Ramoji Rao,Others,Santosh Samrat,Chaitanya Krishna,Sunil Kashyap,BL Sanjay,Gautham Raju,Ushakiran Movies,October,Telugu,4
Tollywood,5.6,83.0,J. D. Chakravarthy,Kiran Kumar Koneru,J. D. Chakravarthy,Jagapati Babu,Sindhu Menon,Amar Mohile,Bharani K Dharan,Bhanodaya,Shreya Productions,February,Telugu,2
Tollywood,5.1,87.0,Ramesh Varma,Bellamkonda Suresh,Ramesh Varma,Nani,Aksha,Hemachandra (Soundtrack),Shyam K. Naidu,Marthand K. Venkatesh,Others,June,Telugu,3
Tollywood,6.1,83.0,Srinivas Raga,Urmila Gunnam,Gangaraju Gunnam,Adith Arun,Genelia D'Souza,S. K. Balachandran,Others,Others,Just Yellow Media,December,Telugu,5
Romance,7.8,94.0,Gautham Menon,Manjula Ghattamaneni,Gautham Menon,Naga Chaitanya,Samantha Ruth Prabhu,A. R. Rahman,Manoj Paramahamsa,Anthony Gonsalves,Indira Productions,February,Telugu,2
Action,8.3,93.0,Deva Katta,Ravi Vallabhaneni,Deva Katta,Sharvanand,Sai Kumar,Mahesh Shankar,Shamdat,Dharmendra Kakarala,Others,April,Telugu,2
Comedy,7.6,90.0,Trivikram Srinivas,Singanamala Ramesh,Trivikram Srinivas,Mahesh Babu,Anushka Shetty,Mani Sharma,Yash Bhatt,A. Sreekar Prasad,Others,October,Telugu,2
Romance,7.4,85.0,A. Karunakaran,B. V. S. N. Prasad,Darling Swamy (dialogues),Prabhas,Kajal Aggarwal,G. V. Prakash Kumar,Andrew,Kotagiri Venkateswara Rao,Sri Venkateswara Cine Chitra,April,Telugu,0
Drama,8.1,92.0,Sekhar Kammula,M. Saravanan,Sekhar Kammula,Rana Daggubati,Priya Anand,Mickey J Meyer,Vijay C. Kumar,Marthand K Venkatesh,AVM Productions,February,Telugu,1
Romance,7.2,88.0,Vamsi Paidipally,Dil Raju,Vamsi Paidipally,N. T. Rama Rao Jr.,Kajal Aggarwal,S. Thaman,Chota K. Naidu,Marthand K Venkatesh,Sri Venkateswara Creations,October,Telugu,1
Comedy,7.5,86.0,S. S. Rajamouli,Shobu Yarlagadda,S. S. Kanchi (Dialogue),Sunil,Saloni Aswani,M. M. Keeravani,Ram Prasad,Kotagiri Venkateswara Rao,Arka Media Works,July,Telugu,1
Action,3.6,75.0,Gunasekhar,DVV Danayya,Gunasekhar,Allu Arjun,Arya,Mani Sharma,R. D. Rajasekhar,Anthony,Others,March,Telugu,3
Comedy,6.8,88.0,V.V. Vinayak,Vallabhaneni Vamshi Mohan,Kona Venkat,NTR Jr.,Nayantara,Devi Sri Prasad,Chota K. Naidu,Gowtham Raju,Annapurna Studios,January,Telugu,1
Tollywood,7.2,83.0,R. P. Patnaik,Maddineni Ramesh,Others,R. P. Patnaik,Asha Saini,R. P. Patnaik,Sarath Mandava,Uddav,Others,December,Telugu,4
Action,4.9,83.0,Kiran Kumar,D. Siva Prasad Reddy,Kiran Kumar,Nagarjuna Akkineni,Mamta Mohandas,Sandeep Chowtha,Sarvesh Murari,Sravan,Annapurna Studios & Kamakshi Movies,February,Telugu,2
Comedy,3.6,83.0,Suresh,Srinivasa Rao Dammalapati,Others,Nikhil Siddharth,Shweta Prasad,Anil R,B. Bala Murugan,Marthand K. Venkatesh,Others,February,Telugu,4
Romance,6.2,76.0,Sreehari Nanu,Bharat Thakur,B.V.S. Ravi (dialogues),Harshvardhan Rane,Haripriya,Bobo Shashi,K.K. Senthil Kumar,Marthand K. Venkatesh,Down Town Films,September,Telugu,0
Action,6.1,76.0,Boyapati Srinu,Paruchuri Kireeti,Koratal Siva,Nandamuri Balakrishna,Nayantara,Chakri,Arthur A. Wilson,Anthony,United Movies,April,Telugu,1
Action,5.4,73.0,Sreenu Vaitla,D. Suresh Babu (Presenter),Chintapalli Ramana (Dialogues),Venkatesh,Trisha,Devi Sri Prasad,Prasad Murella,M.R. Varma,Suresh Productions,January,Telugu,0
Comedy,6.2,73.0,Veeru Potla,D. Siva Prasad Reddy,Veeru Potla,Nagarjuna Akkineni,Anushka Shetty,S. Thaman,Sarvesh Murari,Marthand K. Venkatesh,Kamakshi Movies,December,Telugu,1
Comedy,5.5,84.0,Sriwass,Dil Raju,Others,Arjun Sarja,Ram Pothineni,M.M. Keeravani,Sekhar V. Joseph,Marthand K Venkatesh,Sri Venkateswara Creations,May,Telugu,2
Action,4.5,67.0,P. Vasu,Bellamkonda Suresh,Paruchuri Brothers,Anushka Shetty,Venkatesh,Gurukiran,Shyam K. Naidu,Marthand K Venkatesh,Sri Sai Ganesh Productions,December,Telugu,0
Action,5.3,83.0,Praveen Sri,Dr. C. Dharmakartha,Ravi Reddy Mallu,Jagapathi Babu,Vimala Raman,Ilayaraja,Anil Bandari,Praveen Pudi,Kartha Creations,September,Telugu,1
Drama,5.1,58.0,Rambabu,M. L. Padma Kumar Chowdary,Veera Pothana (dialogues),Siddharth Narayan,Praneetha,Chakri,Aravind Krishna,K. V. Krishna Reddy,Sri Keerthi Creations,October,Telugu,0
Action,6.8,87.0,Samuthirakani,Bellamkonda Suresh,Samuthirakani,Ravi Teja,Allari Naresh,Sundar C Babu,S. R. Kathir,A. L. Ramesh,Global Infotainment,January,Telugu,2
Comedy,3.8,78.0,S. J. Surya,Navodaya Appachan,S. J. Surya,Pawan Kalyan,Nikeesha Patel,A. R. Rahman,Binod Pradhan,Others,Others,September,Telugu,3
Drama,7.3,83.0,Chandra Siddhartha,Chandra Siddhartha,Balabhadrapatruni Ramani,Sharwanand,Padma Priya,Anoop Rubens,Gummadi Jayakrishna,Others,Others,May,Telugu,5
Drama,7.1,70.0,K. Raghavendra Rao,Lakshmi Manchu,Bhupati Raja,Manoj Manchu,Taapsee Pannu,M. M. Keeravani,S. Gopal Reddy,Marthand K. Venkatesh,Sree Lakshmi Prasanna Pictures,July,Telugu,2
Action,5.8,73.0,Puri Jagannadh,Bellamkonda Suresh,Puri Jagannadh,Gopichand,Priyamani,Chakri,Shyam K Naidu,Marthand K Venkatesh,Sri Sai Ganesh Productions,May,Telugu,1
Comedy,6.1,84.0,Gopichand Malineni,R. R. Venkat,Gopichand Malineni,Ravi Teja,Shriya Saran,Mani Sharma,Sameer Reddy,Gowtam Raju Rao,Others,June,Telugu,2
Romance,7.8,93.0,Tatineni Satya,NV Prasad,Suseenthiran,Nani,Saranya Mohan,V. Selvaganesh,Chittibabu,Others,Others,July,Telugu,4
Drama,4.3,87.0,V. Samudra,Bommadevara Ramachandra Rao,Others,Anushka Shetty,Samrat,Chinna,Vasu,Marthand K Venkatesh,Others,June,Telugu,4
Romance,3.2,83.0,Ravi Yadav,Dil Raju,K. Balachander,Varun Sandesh,Anita Galler,Songs:,Ravi Yadav,Marthand K Venkatesh,Sri Venkateswara Creations & Matinee Entertainment,March,Telugu,3
Drama,5.1,84.0,Sampath Nandi,K.K. Radha Mohan,Sampath Nandi,Varun Sandesh,Nisha Aggarwal,Chakri,Bujji,Others,Others,November,Telugu,4
Comedy,5.4,83.0,Vamsy,M. L. Padma Kumar Chowdary,Sankaramanchi (story),Allari Naresh,Madhurima,Chakri,Loki,Basva Paidireddy,Others,September,Telugu,4
Action,4.3,83.0,P.A. Arun Prasad,Raju,Others,Navdeep,Bhumika Chawla,Mani Sharma,Bharani K Dharani,Marthand K. Venkatesh,Silver Screen Movies,March,Telugu,4
Bollywood,7.6,87.0,Ram Gopal Varma,Madhu Mantena,Others,Vivek Oberoi,Suriya,Part I:,P. S. Vinod,Nipun Gupta,RGV film factory,October,Hindi,1
Drama,3.8,83.0,Karthikeya Gopalakrishna,D. Ratna Kumar,Maduri Madhu (dialogues),Jagapati Babu,Priyamani,Chinni Charan,Maro Palini Kumar,Gautham Raju,Kumar Brothers Cinema (KBC Productions),March,Telugu,2
Drama,4.3,83.0,G. V. Sudhakar Naidu,C. R. Manohar,Madan,Srikanth<br/>Vimala Raman<br/>Ramya Krishna,Music by,Chakri,Others,Others,Others,December,Telugu,5
Action,8.5,75.0,Manmohan (director),Chandu,Manmohan,Srikanth,Prithviraj Sukumaran,Vishwa,Bharani K. Dharan,Sreekar Prasad,Others,April,Telugu / Tamil,2
