Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Horror,5.3,77.0,A. L. Vijay,K. Ganesh,Others,Prabhudeva,Tamannaah,Gopi Sundar,Manush Nandan,Anthony,Prabhu Deva Studios,October,Tamil,1
Comedy,5.5,79.0,Maruthi,S. Naga Vamsi,Darling Swamy (dialogues),Venkatesh,Nayanthara,Ghibran,Richard Prasad,S. B. Uddav,Sitara Entertainments,August,Telugu,0
Comedy,5.9,81.0,Veerabhadram Chowdary,Ram Talluri,Veerabhadram Chowdary,Aadi,Namitha Pramod,S. Thaman,S Arun Kumar,S R Sekhar,S.R.T Entertainments,August,Telugu,1
Romance,6.2,86.0,Ramesh Varma,Vandana Alekya Jakkam,Vamsi Komanduru,Naga Shourya,Pallak Lalwani,Ilaiyaraaja,Sam.K.Naidu,SR.Sekkhar,JG Cinemas,January,Telugu,2
Action,7.5,83.0,Satish Kasetty,Shaikk Mastan,Satish Kasetty,Srikanth,Nikita,K. Sai Kartheek,V. Shyam Prasad,Basava Paidireddy,Others,February,Telugu,2
Comedy,7.1,35.0,Manu,J. Vamsi Krishna,Darling Swamy (dialogues),Sumanth Ashwin,Pooja Jhaveri,J.B,Shekar V.Joseph,S.B. Uddhav,Sri Satya Entertainments,June,Telugu,2
Action,5.2,74.0,Tatineni Satya,R.V. Chandramouli Prasad,Others,Nara Rohit,Regina Cassandra,Sai Karthik,Surender Reddy,Others,Sri Leela Movies,October,Telugu,4
Horror,6.0,83.0,R. P. Patnaik,R. P. Patnaik,Others,Nishchal,Vandana Gupta,R. P. Patnaik,Sarath Mandava,SB Uddhav,Others,March,Telugu,5
Action,5.6,86.0,Puri Jagannadh,Nandamuri Kalyan Ram,Puri Jagannadh,Nandamuri Kalyan Ram,Aditi Arya,Anup Rubens,Mukesh G,Junaid Siddiqui,N. T. R. Arts,October,Telugu,1
Comedy,5.5,86.0,Santosh Srinivas,Ram Achanta,Abburi Ravi (dialogues),Ram Pothineni,Raashi Khanna,Songs:,Sameer Reddy,Gautham Raju,14 Reels Entertainment,September,Telugu,1
Horror,7.1,71.0,S D Arvind,G. N. C. Reddy,Others,Avinash Narasimharaju,Meghashree Bhagavatar,S D Arvind,Ananth Arasu,Sri Crazymindz,Goals and Dreams,January,Kannada,3
Action,6.1,84.0,Pradeep Chilukuri,Sai Korrapati,Others,Nara Rohit,Taraka Ratna,Sai Karthik,Samala Bhasker,Others,Others,April,Telugu,4
Action,8.7,95.0,Sandeep Reddy Vanga,Pranay Reddy Vanga,Sandeep Reddy Vanga,Vijay Deverakonda,Shalini Pandey,Radhan (songs),Raju Thota,Shashank Mali,Bhadrakali Pictures,August,Telugu,1
Comedy,5.4,85.0,Harish Shankar,Dil Raju,Harish Shankar (Dialogues),Allu Arjun,Pooja Hegde,Devi Sri Prasad,Ayananka Bose,Chota K Prasad,Sri Venkateswara Creations,June,Telugu,0
Comedy,2.5,88.0,Venu Sri Ram,Dil Raju,Maamidala Thriupathi,Bhumika Chawla,Nani,Devi Sri Prasad,Sameer Reddy,Prawin pudi,A Dil Raju Production,December,Telugu,0
Action,6.4,86.0,Trinadha Rao Nakkina,Dil Raju,Prasanna Kumar Bezawada,Nani,Keerthy Suresh,Devi Sri Prasad,Nizar Shafi,Others,Others,February,Telugu,2
Romance,7.8,88.0,Shekhar Kammula,Dil Raju,Shekhar Kammula,Varun Tej,Sai Pallavi,Songs:,Vijay C. Kumar,Marthand K. Venkatesh,Sri Venkateswara Creations,July,Telugu,0
Action,7.6,88.0,K. S. Ravindra,Nandamuri Kalyan Ram,K. S. Ravindra,N. T. Rama Rao Jr.,Raashi Khanna,Devi Sri Prasad,Chota K. Naidu,Kotagiri Venkateswara Rao,N.T.R. Arts,September,Telugu,1
Action,3.6,69.0,Pavan Mallela,B Mahendra Babu,Raja Kolusu,Nara Rohit,Regina Cassandra,Mani Sharma,Vijay C. Kumar,Kotagiri Venkateswara Rao,Saraschandrikaa Visionary Motion Pictures.,November,Telugu,1
Comedy,7.4,93.0,Vivek Athreya,Raj Kandukuri,Others,Sree Vishnu,Nivetha Pethuraj,Prashanth R Vihari,Others,Others,Others,November,Telugu,6
Action,5.8,87.0,Hanu Raghavapudi,Ram Achanta,Hanu Raghavapudi,Nithiin,Megha Akash,Mani Sharma,J. Yuvaraj,S. R. Shekhar,14 Reels Entertainment,August,Telugu,1
Action,3.5,86.0,Vikram Kumar,Nagarjuna Akkineni,Vikram Kumar,Akhil Akkineni,Kalyani Priyadarshan,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,December,Telugu,1
Romance,7.2,86.0,Satish Vegesna,Dil Raju,Satish Vegesna,Sharwanand,Anupama Parameswaran,Mickey J. Meyer,Sameer Reddy,Madhu,Sri Venkateswara Creations,January,Telugu,0
Action,5.8,85.0,Kalyan Krishna Kurasala,Nagarjuna Akkineni,Kalyan Krishna Kurasala,Yuva Samrat Akkineni Naga Chaitanya,Rakul Preet Singh,Devi Sri Prasad,S. V. Vishweshwar,Gautham Raju,Annapurna Studios[1],May,Telugu,0
Comedy,7.6,93.0,Shiva Nirvana,DVV Danayya,Shiva Nirvana,Nani,Niveda Thomas,Gopi Sunder,Karthik Ghattamaneni,Prawin Pudi,DVV Entertainments,July,Telugu,0
Action,7.2,83.0,AR Murugadoss,N. V. Prasad,AR Murugadoss,Mahesh Babu,S. J. Surya,Harris Jayaraj,Santosh Sivan,A. Sreekar Prasad,NVR CinemaLLP,September,Telugu,1
Action,6.8,79.0,Krish,Y. Rajeev Reddy,Sai Madhav Burra (Dialogues),Nandamuri Balakrishna,Shriya Saran,Chirantan Bhatt,Gnana Shekar V.S,Suraj Jagtap,First Frame Entertainments[1],January,Telugu,0
Action,7.7,94.0,Sankalp Reddy,Anvesh Reddy,Azad Alam,Rana Daggubati,Atul Kulkarni,K,R. Madhi,A. Sreekar Prasad,PVP Cinema,February,Telugu,0
Comedy,3.5,85.0,Maruthi Dasari,V. Vamsi Krishna Reddy,Maruthi Dasari,Sharwanand,Mehreen Pirzada,S. Thaman,Nizar Shafi,Kotagiri Venkateswara Rao,UV Creations,September,Telugu,1
Action,5.8,88.0,Teja,D. Suresh Babu,Teja,Rana Daggubati,Kajal Aggarwal,Anoop Rubens,Venkat C. Dileep,Kotagiri Venkateswara Rao,Suresh Productions,August,Telugu,1
Action,3.5,93.0,Praveen Sattaru,M Koteswara Raju,Others,Rajasekhar,Pooja Kumar,(Song) Bheems Cecireleo,Anji,Dharmendra Kakarala,Jyo Star Enterprises,November,Telugu,2
Comedy,6.3,79.0,V.V. Vinayak,Ram Charan,Paruchuri Brothers,Chiranjeevi,Kajal Aggarwal,Devi Sri Prasad,R. Rathnavelu,Gowtham Raju,Konidela Production Company,January,Telugu,0
Horror,5.2,88.0,Ohmkar,Prasad V Potluri,Abburi Ravi (dialogues),Nagarjuna Akkineni,Samantha Akkineni,S. Thaman,R. Diwakaran,Madhu,PVP Cinema,October,Telugu,0
Action,6.1,81.0,Kishore Kumar Pardasani,Sharrath Marar,Srinivasa Reddy (dialogues),Pawan Kalyan,Shruti Haasan,Anup Rubens,Prasad Murella,Gautham Raju,North Star Entertainment,March,Telugu,1
Action,3.5,73.0,Puri Jagannadh,V. Anand Prasad,Puri Jagannadh,Nandamuri Balakrishna,Shriya Saran,Anup Rubens,Mukesh G,Junaid Siddiqui,Bhavya Creations[2],September,Telugu,1
Action,6.4,88.0,Sampath Nandi,J. Bhagavan,Sampath Nandi,Gopichand,Hansika Motwani,S. Thaman,Sounder Rajan,Gautham Raju,Sri Balaji Cine Media[1],July,Telugu,1
Action,8.5,95.0,H. Vinoth,S. R. Prakashbabu,H. Vinoth,Karthi,Rakul Preet Singh,Ghibran,Sathyan Sooryan,Shivanandeeswaran,Dream Warrior Pictures,November,Tamil,1
Horror,5.5,77.0,Doss Ramasamy,A. Sarkunam,Others,Nayanthara,Music by,Vivek-Mervin,Dinesh Krishnan,Gopi Krishna,A Sarkunam Cinemaz,March,Tamil,2
Action,5.3,87.0,G. Srinivasan,Fatima Vijay Antony,G. Srinivasan,Vijay Antony,Diana Champika,Vijay Antony,Dillraj,Vijay Antony,R Studios,November,Tamil,2
Romance,8.4,96.0,Gowtam Tinnanuri,Rahul Yadav Nakka,Others,Sumanth,Aakanksha Singh,Shravan Bharadwaj,Satish Mutyala,Others,Others,December,Telugu,5
Comedy,6.7,89.0,Mohanakrishna Indraganti,K C Narasimha Rao,Mohanakrishna Indraganti,Avasarala Srinivas,Adivi Sesh,Mani Sharma,P. G. Vinda,Marthand K. Venkatesh,A Green Tree Productions,June,Telugu,1
Horror,7.1,93.0,Milind Rau,Siddharth,Milind Rau,Siddharth,Andrea Jeremiah,Girishh,Shreyaas Krishna,Lawrence Kishore,Viacom 18 Motion Pictures,November,Tamil,1
Action,3.5,70.0,Krishna Vamsi,K. Srinivasulu,Krishna Vamsi,Sundeep Kishan,Regina Cassandra,Bheems Ceciroleo,Others,Siva Y. Prasad,Sri Chakra Media,August,Telugu,3
Action,6.7,91.0,Anil Ravipudi,Dil Raju,Anil Ravipudi,Ravi Teja,Mehreen Pirzada,Sai Karthik,Mohana Krishna,Tammi Raju,Sri Venkateswara Creations,October,Telugu,1
Action,3.5,84.0,B. V. S. Ravi,Krishna,B. V. S. Ravi,Sai Dharam Tej,Mehreen Pirzada,S. Thaman,K. V. Guhan,S. R. Shekhar,Arunachal Creations,December,Telugu,2
Action,6.6,83.0,Hari,K. E. Gnanavel Raja,Hari,Suriya,Anushka Shetty,Harris Jayaraj,Priyan,V. T. Vijayan,Studio Green,February,Tamil,1
Comedy,5.9,84.0,Veligonda Srinivas,Sunkara Ramabrahmam,B. Bhanu Kiran,Raj Tarun,Hebah Patel,Shekar Chandra,B. Rajashekar,M. R. Varma,AK Entertainments Pvt Ltd[1],June,Telugu,0
Comedy,1.5,77.0,Mahesh Surapaneni,Sudhakar Reddy Beeram [1],Others,Nara Rohit,Namitha Pramod,Ilaiyaraaja,Naresh Kancharana,Kartheek Srinivas,Sudhakar Impex (India),September,Telugu,2
Horror,3.5,90.0,Mahi V Raghav,Vijay Chilla,Mahi V Raghav,Taapsee Pannu,Vennela Kishore,K,Anish Tharun Kumar,Shravan Katikaneni,70mm Entertainments,August,Telugu,1
Action,3.5,90.0,Sriram Adittya,V. Anand Prasad,Venky,Nara Rohit,Sudheer Babu,Mani Sharma,Sameer Reddy,Prawin Pudi,Bhavya Creations[1],July,Telugu,0
Action,3.8,71.0,Srinu Vaitla,Nallamalupu Bujji,Gopimohan,Varun Tej,Lavanya Tripathi,Mickey J. Meyer,K. V. Guhan,M. R. Varma,Sri Lakshmi Narasimha Productions,April,Telugu,1
Action,3.5,85.0,Boyapati Srinu,M. Ravinder Reddy,M. Rathnam (dialogues),Bellamkonda Sreenivas,Rakul Preet Singh,Devi Sri Prasad,Rishi Punjabi,Kotagiri Venkateswara Rao,Dwaraka Creations,August,Telugu,0
Action,6.6,92.0,Kishore Tirumala,Krishna Chaitanya,Kishore Tirumala,Ram Pothineni,Anupama Parameswaran,Devi Sri Prasad,Sameer Reddy,A. Sreekar Prasad,Sravanthi Cinematics,October,Telugu,1
Horror,7.7,93.0,G. Ashok,V. Vamsi Krishna Reddy,G. Ashok,Anushka Shetty,Unni Mukundan,S. Thaman,R. Madhi,Kotagiri Venkateswara Rao,UV Creations,January,Telugu,1
Action,2.5,89.0,Vikram Sirikonda,Nallamalapu Srinivas,Sreenivasa Reddy,Ravi Teja,Raashi Khanna,JAM8 (Apprentice band of Pritam),Richard Prasad,Gautham Raju,Sri Lakshmi Narasimha Productions,February,Telugu,1
Comedy,7.8,93.0,Venky Kudumula,Usha Mulpuri,Venky Kudumula,Naga Shaurya,Rashmika Mandanna,Mahati Swara Sagar,Sai Sriram,Kotagiri Venkateswara Rao,Ira Creations,February,Telugu,1
Action,5.4,69.0,Trivikram Srinivas,S. Radha Krishna,Trivikram Srinivas,Pawan Kalyan,Keerthy Suresh,Anirudh Ravichander,V. Manikandan,Kotagiri Venkateswara Rao,Haarika & Hassine Creations,January,Telugu,2
Action,7.1,72.0,K. S. Ravikumar,C. Kalyan,M. Ratnam,Nandamuri Balakrishna,Nayanthara,Chirantan Bhatt,C. Ram Prasad,Praveen Antony,C.K. Entertainments[1],January,Telugu,0
Comedy,8.1,89.0,Vignesh Shivan,K. E. Gnanavel Raja,Vignesh Shivan,Suriya,Karthik,Anirudh Ravichander,Dinesh Krishnan,A. Sreekar Prasad,Studio Green,January,Tamil,2
