Year,Movie,Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Screenplay by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Running time,Language
2003,Dil,Bollywood,7/1,90%, V.V. Vinayak , Dil Raju , V.V. Vinayak ,, Nitin , Neha , R. P. Patnaik ,,, Sri Venkateswara Creations ,4-April-2003,, Telugu 
2003,Naaga,Action,4.4,, D.K Suresh , A.M. Ratnam , Paruchuri Brothers , A.M. Ratnam , Jr. NTR , Sada , Vidyasagar , K. Ravindra Babu , Kola Bhaskar ,,10-January-2003, 172 minutes , Telugu 
2003,Raghavendra,Action,5.1,86%, Suresh Krishna , B.Srinivasa Raju , Posani Krishna Murali ,, Prabhas Raju Uppalapati , Anshu , Mani Sharma ,,, Sree Sree Chitra ,28-March-2003,, Telugu 
2003,Missamma,Tollywood,7.1,, G. Neelakanta Reddy , Satyanarayana B , G. Neelakanta Reddy ,, Sivaji , Bhoomika Chawla , Vandemataram Srinivas , Jawahar Reddy ,,,28-November-2003,, Telugu 
2003,Ela Cheppanu,Romance,6.2,91%, Ramana , Sravanthi Ravi Kishore ,,, Tarun , Vijayachander , Koti ,,, Sri Sravanthi Movies ,2-October-2003, 169 minutes , Telugu 
2003,Aithe,Drama,8.2,, Chandra Sekhar Yeleti , Gangaraju Gunnam , Chandra Sekhar Yeleti ,, Pavan Malhotra , Mohit Chadda , Kalyani Malik , K. K. Senthil Kumar ,, Just Yellow ,11-April-2003,, Telugu 
2003,Amma Nanna O Tamila Ammayi,Drama,7.3,82%, Puri Jagannadh , Puri Jagannadh , Puri Jagannadh ,, Ravi Teja , Asin Thottumkal , Chakri , Shyam K Naidu ,,,19-April-2003, 154 minutes , Telugu 
2003,Kalyana Ramudu,Family,7.1,, G. Ram Prasad , Venkata Shyam Prasad ,, G. Ram Prasad , Venu Thottempudi , Nikita , Mani Sharma ,, Gowtam Raju , SP Entertainments ,18-July-2003,, Telugu 
2003,Ninne Ishtapaddanu,Romance,5.8,88%, Konda , K. L. Narayana , Kona Venkat (dialogues ) , Kona Venkat , Tarun , Sridevi , R. P. Patnaik , S. Gopal Reddy ,, Sri Durga Arts ,12-June-2003,, Telugu 
2003,Shivamani,Romance,6.3,84%, Puri Jagannadh , Puri Jagannadh , Kona Venkat (Dialogues) , Puri Jagannadh , Nagarjuna Akkineni , Rakshitha , Chakri , Shyam K. Naidu , Marthand K. Venkatesh , Vaishno Academy ,23-October-2003, 143 minutes , Telugu 
2003,Okariki Okaru,Romance,7.6,89%, Rasool Ellore ,,,, Sri Ram, Aarthi Chhabria , M. M. Keeravani ,,, Anandi Art Creations ,9-October-2003,, Telugu 
2003,Nee Manasu Naaku Telusu,Romance,5.6,87%, Jyothi Krishna , A. M. Rathnam , Jyothi Krishna ,, Tarun , Shriya Saran , A. R. Rahman , R. Ganesh ,,,5-December-2003,, Telugu 
2003,Veede,Drama,5.3,, Ravi Raja Pinisetty , Singanamala Ramesh , Dharani , Kona Venket (dialogue) , Ravi Teja , Arti Agarwal , Chakri ,, Hari Sankar , Kanakaratna Movies ,31-October-2003, 180 minutes , Telugu 
2003,Sambaram,Romance,5.6,, Kondapalli Dasaradh Kumar , Teja , Teja ,, Nitin , Nikitha , R. P. Patnaik , Prasad , KV Krishna Reddy ,,31-July-2003, 172 mins. , Telugu 
2003,Dongodu,Comedy,5.1,, Bhimaneni Srinivasa Rao , Rushita Sai , Ranjan Pramod ,, Ravi Teja , Kalyani , Vidyasagar , Ramana Raju , Gowtam Raju ,,7-August-2003, 140 minutes , Telugu 
2003,Nijam,Action,6.7,88%, Teja , Teja , Teja ,, Mahesh Babu , Rakshita , R. P. Patnaik , Sameer Reddy , Shankar , Chitram Movies ,23-May-2003, 156 minutes , Telugu 
2003,Palnati Brahmanayudu,Action,2.9,, B. Gopal , Medikonda Murali Krishna , Paruchuri Brothers (dialogues) , Paruchuri Brothers , Nandamuri Balakrishna , Arti Agarwal , Mani Sharma , V. S. R. Swamy , Kotagiri Venkateswara Rao , Venkata Ramana Productions ,5-June-2003, 139 minutes , Telugu 
2003,Johnny,Action,5.4,84%, Pawan Kalyan , Allu Aravind , Pawan Kalyan , Pawan Kalyan , Pawan Kalyan , Renu Desai , Ramana Gogula , Chota K. Naidu , Yousuf Khan , Geetha Arts ,25-April-2003, 178 minutes , Telugu 
2003,Ee Abbai Chala Manchodu,Comedy,4.7,, Agathiyan , B. V. S. N. Prasad ,, Agathiyan , Ravi Teja , Vani , M. M. Keeravani , Rajesh Yadav , Venkateswara Rao Kotagiri , Sri Venkateswara Cine Chitra ,14-January-2003[1],, Telugu 
2003,Maa Alludu Very Good,,5.8,, E. V. V. Satyanarayana , M.Ramalinga Raju , Janardhan Maharshi (dialogues) , E. V. V. Satyanarayana , Rajendra Prasad , Allari Naresh , M. M. Keeravani , V. Srinivasa Reddy , Gowtham Raju , Roja Movies[1] ,6-December-2003, 143 mins , Telugu 
2003,Pellam Oorelithe,Comedy,6.9,, S. V. Krishna Reddy , Allu Aravind , Chintapalli Ramana (dialogues) ,, Srikanth , Venu Thottempudi , Mani Sharma ,,, Siri Media Arts ,15-January-2003,, Telugu 
2003,Ammayilu Abbayilu,,5.7,, Ravi Babu , P Kiran ,, Ravi Babu , Vijay , Mohit , Chakri , Joshi , Marthand K Venkatesh , Anandi Art Creations ,30-January-2003,, Telugu 
2003,Kabaddi Kabaddi,Comedy,6.6,, Venky , Valluripally Ramesh Babu , Satish Vegesna (dialogues) , Venky , Jagapati Babu , Kalyani , Chakri , S.K.A. Bhupathi , Basva Paidireddy , Maharshi Cinema ,16-February-2003, 131 minutes , Telugu 
2003,Aadanthe Ado Type,Romance,5.3,, E V V Satyanarayana , Ambika Krishna ,, E V V Satyanarayana , Aryan Rajesh , Sivaji , Yuvan Shankar Raja , V. Srinivasa Reddy , V. Nagi Reddy , Ambica Art Productions ,30-August-2003,, Telugu 
2003,Sriramachandrulu,Romance,5.3,, Srikanth I , D.Anil Kumar , Janardhan Maharshi , Srikanth I , Rajendra Prasad , Sivaji , Ghantadi Krishna , Srinivas Paidala , Mohan-Rama Rao , Sindhura Creations ,7-November-2003, 155 mins , Telugu 
2003,Neeku Nenu Naaku Nuvvu,Drama,4.6,75%, Raja Sekhar , D. Suresh Babu , Paruchuri Brothers ,, Uday Kiran , Shriya Saran , R. P. Patnaik , N.K. Ekambaram , Marthand K. Venkatesh , Suresh Productions ,15-August-2003,, Telugu 
2003,Pellamtho Panenti,,,, S. V. Krishna Reddy , Kumar , S. V. Krishna Reddy (story/screenplay),, Venu, Laya, S. V. Krishna Reddy , C. Ramprasad[1] , Marthand K. Venkatesh[2] , Sri Jagannatha Cine & Media creations ,September-12, 150 minutes[3] , Telugu 
2003,Abhi,Drama,7.9,79%, Dinesh Babu , Parvathamma Rajkumar , Dinesh Babu ,, Puneeth Rajkumar , Ramya , Gurukiran , Dinesh Babu , S. Manohar , Poornima Enterprises ,25-April-2003, 140 minutes , Kannada 
2003,Abhimanyu,Romance,5.7,, A. Mallikarjun , Ashwini Dutt , Chintapally Ramana (dialogues) ,, Kalyan Ram , Ramya , Mani Sharma , V Srinivasa Reddy , Marthand K Venkatesh , Sri Rock Line Movies ,12-November-2003,, Telugu 
2004,Varsham,Romance,7.2,86%, Sobhan , M.S. Raju , Paruchuri Brothers (dialogues) , M.S. Raju , Prabhas , Trisha , Devi Sri Prasad , S. Gopal Reddy , K. V. Krishna Reddy , Sumanth Art Productions ,14-January-2004, 165 minutes , Telugu 
2004,Arya,Comedy,7.9,85%, Sukumar , Dil Raju , Sukumar ,, Allu Arjun , Anu Mehta , Devi Sri Prasad , R. Rathnavelu , Marthand K. Venkatesh , Sri Venkateswara Creations ,7-May-2004, 151 minutes , Telugu 
2004,Anand,Comedy,7.8,93%, Sekhar Kammula ,, Sekhar Kammula ,, Raja , Kamalinee Mukherjee , K. M. Radha Krishnan , Vijay C Kumar , Marthand K. Venkatesh , Amigos Creations & NFDC ,15-October-2004, 180 minutes , Telugu 
2004,Malliswari,Comedy,7.8,89%, K. Vijaya Bhaskar , D.Suresh Babu , Trivikram Srinivas , K. Vijaya Bhaskar , Venkatesh , Katrina Kaif , Koti , Sameer Reddy , Sreekar Prasad , Suresh Productions ,18-February-2004, 155 minutes , Telugu 
2004,Anji,Action,5.7,76%, Kodi Ramakrishna , Shyam Prasad Reddy , Satyanand ,, Chiranjeevi , Namrata Shirodkar , Mani Sharma , Chota K. Naidu ,,,15-January-2004, 148 minutes , Telugu 
2004,Aa Naluguru,Drama,8.5,90%, Chandra Siddhartha , Smt.Sarita Patra , Madan (story / dialogues) , Chandra Siddhartha , Rajendra Prasad , Aamani , R. P. Patnaik , Surendra Reddy , Girish Lokesh , Prem Movies ,9-December-2004, 140 mins , Telugu 
2004,Arjun,Action,6.6,88%, Gunasekhar , G. Ramesh Babu , Gunasekhar ,, Mahesh Babu , Shriya Saran , Mani Sharma , Sekhar V. Joseph , A. Sreekar Prasad ,,20-August-2004, 174 minutes , Telugu 
2004,Yagnam,Action,6.3,, AS Ravi Kumar Chowdary , Pokuri Babu Rao , Marudhuri Raja (dialogues) , AS Ravi Kumar Chowdary , Gopichand , Moon Banerjee , Mani Sharma , Ch. Ramana Raju , Gautham Raju , Eetharam Films ,2-July-2004, 145 minutes , Telugu 
2004,Andhrawala,Action,3.7,67%, Puri Jagannadh , Giri , Kona Venkat ,, Jr. NTR , Rakshitha , Chakri , Shyam K. Naidu , Marthand K. Venkatesh ,,2-January-2004, 154 minutes , Telugu 
2004,Venky,Romance,7.2,84%, Srinu Vaitla , Atluri Purnachandra Rao , Kona Venkat ,, Ravi Teja , Sneha , Devi Sri Prasad , Prasad Murella ,,,26-March-2004,, Telugu 
2004,Athade Oka Sainyam,Action,7.2,, S. V. Krishna Reddy , K. Atchi Reddy , Diwakar Babu (dialogues) , S.V. Krishna Reddy , Jagapati Babu , Neha , S.V. Krishna Reddy , K. Ravindra Babu , Marthand K. Venkatesh , SVK Films ,23-January-2004, 157 minutes , Telugu 
2004,Lakshmi Narasimha,Action,6.6,73%, Jayanth C. Paranjee , Bellamkonda Suresh , Paruchuri Brothers (dialogues) , Jayanth C. Paranjee , Nandamuri Balakrishna , Asin , Mani Sharma , K. Prasad , Marthand K. Venkatesh , Sri Sai Ganesh Productions ,14-January-2004, 185 minutes , Telugu 
2004,Andaru Dongale Dorikite,Comedy,5/1,, Nidhi Prasad , Harsha Reddy , Chintapally Ramana , Nidhi Prasad , Rajendra Prasad , Prabhu Deva , Chakri , Sarath , Shankar , Geo Media ,18-June-2004, 155 mins , Telugu 
2004,Shankar Dada M.B.B.S.,Comedy,7.4,88%, Jayanth C. Paranjee , Akkineni Ravi Shankara Prasad , Vidhu Vinod Chopra ,, Chiranjeevi , Sonali Bendre , Devi Sri Prasad , K. Dattu , Marthand K. Venkatesh ,,15-October-2004, 174 minutes , Telugu 
2004,Nenunnanu,Bollywood,5.3,85%, V. N. Aditya , D. Sivaprasad Reddy , Paruchuri Brothers (dialogues) , V. N. Aditya , Nagarjuna Akkineni , Arti Agarwal , M. M. Keeravani , J. Siva Kumar , Marthand K. Venkatesh , Kamakshi Movies ,7-April-2004, 153 minutes , Telugu 
2004,Sye,Romance,7.4,85%, S.S. Rajamouli , A. Bharati , M. Ratnam (Dialogue) , S. S. Rajamouli , Nithiin , Genelia D'Souza , M. M. Keeravani , Senthil Kumar , Kotagiri Venkateswara Rao , Sri Bharath Enterprises ,23-September-2004,, Telugu 
2004,Samba,Romance,5.1,81%, V.V. Vinayak , Kodali Nani , Kona Venkat ,, Jr. NTR , Bhoomika Chawla , Mani Sharma , K. Ravindra Babu , Gautham Raju ,,9-June-2004, 162 minutes , Telugu 
2004,Mr & Mrs Sailaja Krishnamurthy,Romance,5.6,, Siva Nageswara Rao , Atluri Purnachandra Rao , Gopimohan ,, Sivaji , Laila Mehdin , Rohit Raj , Jayakrishna Gummadi , Gowtham Raju ,,22-October-2004,, Telugu 
2004,Kushi Kushiga,Romance,6.1,, G. Ram Prasad , Adityaram ,, G. Ram Prasad , Jagapati Babu , Ramya Krishna , S. A. Rajkumar , D. Prasad Babu , K. Ramesh , Adityaram Movies ,16-April-2004, 148 minutes , Telugu 
2004,Chanti,Family,1.9,, Sobhan , Krishna Kishore , Gopi Venkatesh (dialogues) , Shahjahan Ravi, Ravi Teja , Charmme Kaur , Sri , Prasad Murella , Kotagiri Venkateswara Rao , Vijaya Bala Productions ,12-November-2004,, Telugu 
2004,Gudumba Shankar,Action,5.8,84%, Veera Shankar Bairisetty , Nagendra Babu , Satyanand(Original Story,, Pawan Kalyan , Meera Jasmine , Mani Sharma , Chota K. Naidu ,, Anjana Productions ,10-September-2004, 175 minutes , Telugu 
2004,Gharshana,Action,7.4,88%, Gautham Menon , G.Sivaraju , Gautham Menon , Gautham Menon , Venkatesh , Asin , Harris Jayaraj , R.D. Rajashekar , Anthony , Geeta Chitra International ,30-July-2004, 159 minutes , Telugu 
2004,7/G Rainbow Colony,Drama,7.8,85%, Selvaraghavan , A. M. Rathnam , Selvaraghavan ,, Ravi Krishna , Sonia Agarwal , Yuvan Shankar Raja , Arvind Krishna , Kola Bhaskar , Sri Surya Movies ,15-October-2004, 185 min. , Tamil 
2004,Yuva,Adventure,7.4,81%, Mani Ratnam , Shekhar Kapoor , Anurag Kashyap (Dialogues)[1] , Mani Ratnam , Ajay Devgn , Vivek Oberoi , A. R. Rahman , Ravi K. Chandran , A. Sreekar Prasad ,,21-May-2004, 162 minutes , Hindi 
2004,Naa Autograph,Romance,7.2,89%, S. Gopal Reddy , Bellamkonda Suresh , S. Gopal Reddy ,, Ravi Teja , Bhoomika Chawla , M. M. Keeravani ,,,,11-August-2004,, Telugu 
2004,Naani,Romance,5.3,87%, S. J. Surya , Manjula Ghattamaneni , S. J. Surya ,, Mahesh Babu , Amisha Patel , A. R. Rahman ,,, Indira Productions ,14-May-2004, 155 minutes , Telugu 
2004,Gowri,Action,5.4,, B. V. Ramana , Sravanthi Ravi Kishore , B. V. Ramana ,, Sumanth, Charmme Kaur, Koti ,, A. Sreekar Prasad , Sri Sravanthi Movies ,3-September-2004,, Telugu 
2004,Sakhiya,World cinema,2.6,, Jayanth C. Paranjee , R. Appalaraju , Jayanth C. Paranjee ,, Tarun Kumar , Nauheed Cyrusi , Mani Sharma , Jahawar Reddy , Marthand K. Venkatesh ,,2-December-2004,, Telugu 
2004,Ammayi Bagundi,Romance,4.2,, Balasekaran , Dega Deva Kumar Reddy ,,, Sivaji, Meera Jasmine , Srilekha ,, K.Ramesh ,,16-July-2004,, Telugu 
2004,Jai,Action,5.7,93%, Teja , Teja (Telugu),,, Navdeep , Santhoshi ,, Ravi Varman , Shankar , Chitram Movies (Telugu),25-March-2004,, Tamil 
2004,Nenu,World cinema,6.3,68%, E. Sathibabu , Mullapudi Brahmanandam , Selva Raghavan ,, Allari Naresh , Veda , Vidyasagar , Ram Prasad ,,,15-April-2004,, Telugu 
2004,Donga Dongadi,Comedy,7.5,, Subramaniam Siva , NV Prasad , Chintapalli Ramana (dialogues) , Subramaniam Siva , Manoj Manchu , Sadha , Dhina , Ajay Vincent , Marthand K. Venkatesh , Sri Saideva Productions ,6-August-2004,, Telugu 
2004,Giri,Comedy,5.7,80%, Sundar C , Kushboo , Sundar C ,, Arjun , Reema Sen , D. Imman , K. S. Selvaraj , P. Saisuresh , Avni Cinemax ,1-October-2004,, Tamil 
2004,Pedababu,Comedy,6.2,, Paruchuri Murali , M. L. Kumar Chowdary , Ramesh-Gopi (dialogues) , Paruchuri Murali , Jagapathi Babu , Kalyani , Chakri , S.K.A. Bhupathi , Marthand K. Venkatesh , Sri Keerthi Creations ,30-April-2004, 145 minutes , Telugu 
2004,Vijayendra Varma,Action,2/1,, Swarna Subba Rao , Konda Krishnam Raju , M. Ratnam (dialogues) , K. V. Vijayendra Prasad , Nandamuri Balakrishna , Laya , Koti , V. S. R. Swamy , Kotagiri Venkateswara Rao , Aditya Productions ,15-December-2004, 168 minutes , Telugu 
2004,Apparao Driving School,,3.7,, Anji Seenu , Devireddy Srikar Reddy , Gangotri Viswanath , Anji Seenu , Rajendra Prasad , Preeti Jhangiani , Ghantadi Krishna , Vijay C Kumar , K. V. Krishna Reddy , Jagadish Cine Makers[1] ,4-November-2004, 145 mins , Telugu 
2004,Intlo Srimathi Veedhilo Kumari,Comedy,4.9,, K. Vasu , Allu Aravind , Chintapalli Ramana ,, Srikanth , Prabhu Deva , Ghantadi Krishna , Jayaram , Marthand K. Venkatesh , Siri Media Arts ,13-August-2004, 135 mins , Telugu 
2004,Tapana,,,, Tejas Dhanraj , Wg Cdr. Ramesh ,,, Prabhu Deva , Siddhu , Shambhu Prasad ,,, Applause Entertainment AP Pvt Ltd ,February-2004,, Telugu 
2004,Kaasi,Romance,6.7,, Lakshmi Srinivas , Lakshmi Srinivas ,,, J. D. Chakravarthy , Keerti Chawla , Sri Kommineni ,,,,2004-(2004),, Telugu 
2005,Athadu,Comedy,8.3,92%, Trivikram Srinivas , D. Kishore , Trivikram Srinivas ,, Mahesh Babu , Trisha Krishnan , Mani Sharma , K. V. Guhan , Sreekar Prasad , Jayabheri Arts ,10-August-2005, 172 minutes , Telugu 
2005,Super,Comedy,5.1,65%, Puri Jagannadh , Nagarjuna Akkineni , Puri Jagannadh ,, Nagarjuna Akkineni , Anushka Shetty , Sandeep Chowta , Shyam K. Naidu , Marthand K. Venkatesh , Annapurna Studios ,21-July-2005, 151 minutes , Telugu 
2005,Bhadra,Action,6.7,80%, Boyapati Srinu , Dil Raju , Boyapati Srinu ,, Ravi Teja , Arjan Bajwa , Devi Sri Prasad ,, Marthand K. Venkatesh , Sri Venkateswara Creations ,12-May-2005,, Telugu 
2005,Nuvvostanante Nenoddantana,Romance,7.7,89%, Prabhu Deva , M.S. Raju , Paruchuri Brothers , M. S. Raju , Siddharth Narayan , Trisha Krishnan , Devi Sri Prasad , Venu , K.V. Krishna Reddy , Sumanth Art Productions ,14-January-2005, 161 minutes , Telugu 
2005,Balu ABCDEFG,Romance,6.1,69%, A. Karunakaran , Aswani Dutt , Kona Venkat ,, Pawan Kalyan , Shriya Saran , Mani Sharma ,, Kotagiri Venkateswara Rao ,,6-January-2005, 169 minutes , Telugu 
2005,Athanokkade,Action,6.8,, Surender Reddy , Nandamuri Janaki Ram , Surender Reddy ,, Kalyan Ram , Sindu Tolani , Mani Sharma , Ram Prasad , Gowtham Raju , N.T.R. Arts ,12-May-2005, 147 minutes , Telugu 
2005,Chakram,Romance,6/1,84%, Krishna Vamsi , Venkatraju , Krishna Vamsi ,, Prabhas , Charmy Kaur , Chakri , Ram Prasad ,,,25-March-2005,, Telugu 
2005,Chhatrapati,Action,7.7,82%, S.S.Rajamouli , B. V. S. N. Prasad , M. Ratnam (Dialogue) , S. S. Rajamouli , Prabhas , Shriya Saran , M. M. Keeravani , K. K. Senthil Kumar , Kotagiri Venkateswara Rao , Sri Venkateswara Cine Chitra ,30-September-2005, 165 minutes , Telugu 
2005,Allari Bullodu,Comedy,3.6,, K. Raghavendra Rao ,,,, Nitin , Trisha Krishnan , M. M. Keeravani ,,,,15-September-2005, 175 minutes , Telugu 
2005,Sankranti,Drama,6.1,76%, Muppalaneni Shiva , R. B. Choudary , Paruchuri Brothers , Muppalaneni Shiva , Venkatesh , Srikanth , S.A. Rajkumar , B. Balamurugan , Nandamuri Hari , Super Good Films ,18-February-2005, 158 minutes , Telugu 
2005,Bunny,Action,5.8,81%, V.V. Vinayak , M. Satyanarayana Reddy , V.V. Vinayak ,, Allu Arjun , Gowri Munjal , Devi Sri Prasad , Chota K. Naidu , Gowtham Raju ,,6-April-2005, 139 minutes , Telugu 
2005,Narasimhudu,Action,3.2,65%, B. Gopal , Chengala Venkat Rao , P. Ravi Shankar ,, Jr. NTR , Amisha Patel , Mani Sharma ,, Kotagiri Venkateswara Rao ,,20-May-2005, 174 minutes , Telugu 
2005,Modati Cinema,Drama,4.1,, Kuchipudi Venkat , Kunduru Ramana Reddy , Kuchipudi Venkat (dialogues ) , Kuchipudi Venkat , Navdeep , Poonam Bajwa , Swaraj , Sameer Reddy , Srikar Prasad , Abhisatvika Creations ,21-October-2005,, Telugu 
2005,Jai Chiranjeeva,Comedy,5.9,89%, K. Vijaya Bhaskar , C. Ashwani Dutt , Trivikram Srinivas ,, Chiranjeevi , Sameera Reddy , Mani Sharma ,, Kotagiri Venkateswara Rao ,,22-December-2005, 173 minutes , Telugu 
2005,Bhageeratha,Drama,5.7,86%, Rasool Ellore , Mallidi Satyanarayana Reddy , Rasool Ellore ,, Ravi Teja , Shriya Saran , Chakri ,,,,October-13, 161 minutes , Telugu 
2005,Vennela,Romance,7/1,84%, Deva Katta , Ravi Vallabhaneni , Deva Katta ,, Raja , Parvati Melton , Mahesh Shankar , Raja Rathnam ,,,26-November-2005, 133 mins , Telugu 
2005,Andarivaadu,Comedy,4.4,84%, Srinu Vytla , Allu Aravind , Kona Venkat , Bhupathi Raja , Chiranjeevi , Rimi Sen , Devi Sri Prasad ,, Marthand K. Venkatesh ,,4-June-2005, 162 minutes , Telugu 
2005,Allari Pidugu,Drama,2.7,, Jayanth C. Paranjee , M. R. V. Prasad , Paruchuri Brothers ,, Nandamuri Balakrishna , Katrina Kaif , Mani Sharma , Ajayan Vincent , Marthand K. Venkatesh , P. B. R. Art Productions ,5-October-2005, 171 minutes , Telugu 
2005,Andhrudu,Action,6.6,95%, Paruchuri Murali , ML Kumar Chowdary , Ramesh , Paruchuri Murali , Gopichand , Gowri Pandit , Kalyani Malik , Vijay C Kumar , Marthand K Venkatesh , Sri Keerthi Creations ,19-August-2005, 163 minutes , Telugu 
2005,Anukokunda Oka Roju,Horror,8.1,, Chandra Sekhar Yeleti , Gangaraju Gunnam , Gangaraju Gunnam (dialogues) , Chandra Sekhar Yeleti , Jagapati Babu , Charmme Kaur , M.M. Keeravani , Sarvesh Murari , Mohan , Just Yellow Media ,30-June-2005, 145 minutes , Telugu 
2005,Naa Alludu,Romance,3.6,74%, Vara Mullapudi , A. Bharati , K. V. Vijayendra Prasad ,, Jr. NTR , Shriya Saran , Devi Sri Prasad ,, Kotagiri Venkateswara Rao ,,14-January-2005, 161 minutes , Telugu 
2005,Nuvvante Naakistam,Romance,3.6,70%, E. V. V. Satyanarayana , E. V. V. Satyanarayana , E. V. V. Satyanarayana ,, Aryan Rajesh , Allari Naresh , Koti , Srinivasa Reddy , Nagi Reddy , EVV CInema ,12-August-2005, 151 minutes , Telugu 
2005,Mogudu Pellam O Dongodu,Comedy,4/1,, Venky , Vakada Anjan Kumar , Venky ,, Raja , Shriya , Kabuli ,,,,7-September-2005,, Telugu 
2005,Dhairyam,Romance,3.6,77%, Teja , Sudhakar Reddy , Teja ,, Nitin , Raima Sen , Anup Rubens ,,,,12-February-2005, 175 minutes , Telugu 
2005,Evadi Gola Vaadidhi,Comedy,6.1,, E.V.V. Satyanarayana , Sridhar Lagadapati ,,, Aryan Rajesh , Deepika , Kamalakar , V Srinivasa Reddy ,, Larsco Entertainments ,21-January-2005,, Telugu 
2005,Oka Oorilo,Family,3.6,73%, Ramesh Varma , Chanti Addala , Vardineedi Suresh Babu (dialogues ) , Ramesh Varma , Tarun , Raja , Devi Sri Prasad , Arjun Jana , Krishna Reddy , Friendly Movies ,1-July-2005,, Telugu 
2005,Mahanandi,Action,5/1,74%, V. Samudra , Anasuya Devi , Polur Ghatikachalam ,, Sumanth , Anushka Shetty , Kriishanmohan , Vasu , Nandamuri Hari ,,3-December-2005,, Telugu 
2005,Sri,Action,7.3,, Dasarath , Lakshmi Prasanna , Dasarath ,, Manoj Manchu , Tamannaah , Sandeep Chowta , Arun Kumar , Gowtam Raju , Sree Lakshmi Prasanna Pictures ,3-December-2005,, Telugu 
2005,Subash Chandra Bose,Action,3/1,, K. Raghavendra Rao , C.Aswini Dutt , Paruchuri Brothers (dialogues) , K. Raghavendra Rao , Venkatesh, Shriya Saran, Mani Sharma , K. Bhupati , Kotagiri Venkateswara Rao , Vyjayanthi Movies ,22-April-2005, 152 minutes , Telugu 
2005,A Film by Aravind,Thriller,7.1,79%, Sekhar Suri , Sridhar Rao , Sekhar Suri ,, Rajiv Kanakala , Richard Rishi , Vijay Kurakula , Ramesh Krishna ,,,9-July-2005,, Telugu 
2005,Political Rowdy,Action,7.7,, Adi , Mohan Babu , Adi ,, Mohan Babu , Abbas , Sandeep Chowta , Mohan Chand , Gowtham Raju , Sree Lakshmi Prasanna Pictures ,29-September-2005,, Telugu 
2005,Manasu Maata Vinadhu,Romance,,, V. N. Aditya , Potluri Phanindra Babu ,,, Navdeep , Ankitha , Kalyani Malik , J. Siva Kumar ,,,12-February-2005,, Telugu 
2005,Pandem,Comedy,6.7,, Sabhapati , Valluripally Ramesh Babu , Veegesna Satish (story/dialogues) , Sabhapati , Jagapati Babu , Kalyani , Chakri , Sarath , Basva Paidireddy , Maharshi Cinema[1] ,5-February-2005, 132 minutes , Telugu 
2005,Jagapati,Action,,, Jonnalagadda Srinivasa Rao , M. Ramalinga Raju , Janardhan Maharshi (dialogues) , Jonnalagadda Srinivasa Rao , Jagapati Babu , Rakshita , M. M. Keeravani , V. Jayaram , Kola Bhaskar , Roja Enterprises ,24-June-2005, 134 minutes , Telugu 
2005,Seenugadu Chiranjeevi Fan,Romance,,, Poosala Radha Krishna , Akula Sriramulu , Poosala Radha Krishna ,, Aakula Vijay Vardhan , Adin Khan , Siva Kakani ,, Nandamuri Hari ,,2005,, Telugu 
2005,Hungama,Tollywood,4.5,, S. V. Krishna Reddy , R. R. Venkat , Janardhan Maharshi (dialogues ) ,, Ali , Abhinayasri , S. V. Krishna Reddy , V Srinivas Reddy , V.Nagi Reddy ,,28-April-2005, 140 min. , Telugu 
2005,Moguds Pellams,,6.6,, Ranganath , Vemuri Ramakoteswara Rao , B. Nageswara Rao (dialogues) , Ranganath , Sivaji Raja , Rathi , S. Raj Kiran ,, Vemuri Ravi ,,29-October-2005,, Telugu 
2005,Anniyan,Horror,8.2,92%, S. Shankar , V. Ravichandran ,, S. Shankar , Vikram , Sadha , Harris Jayaraj , Ravi Varman , V. T. Vijayan , Aascar Films ,17-June-2005, 181 minutes , Tamil 
2005,Chandramukhi,Horror,7/1,81%, P. Vasu , Ramkumar Ganesan ,, P. Vasu , Rajinikanth , Prabhu , Vidyasagar , Sekhar V. Joseph , Suresh Urs , Sivaji Productions ,14-April-2005, 164 minutes[1] , Tamil 
2005,Soggadu,Romance,4.6,, Ravi Babu , D. Suresh , Nivas (dialogues) , Paruchuri Brothers , Tarun , Arti Agarwal , Chakri , Loganathan Srinivasan , Anthony , Suresh Productions ,31-March-2005, 153 minutes , Telugu 
2005,Mumbai Express,Comedy,5.8,77%, Singeetam Srinivasa Rao , Kamal Haasan , Kamal Hassan ,, Kamal Haasan , Manisha Koirala , Ilayaraaja , R. Siddharth , Ashmith Kunder ,,15-April-2005, 152 min. , Tamil 
2005,Andagadu,Tollywood,6.4,, Pendyala Venkata Rama Rao , Dande Srinivasa Rao , Gopi Venkatesh (dialogues) , Pendyala Venkata Rama Rao , Rajendra Prasad , Damini , Sri , Prasad Murella , Basava Paidi Reddy , Sri Nilaya Pictures[1] ,1-April-2005, 132 mins , Telugu 
2005,Ghajini,Action,7.5,92%, A. R. Murugadoss , Salem Chandrasekharan , A. R. Murugadoss , A. R. Murugadoss , Suriya , Asin , Harris Jayaraj , R. D. Rajasekhar , Anthony , Sri Saravanaa Creations ,29-September-2005, 185 minutes , Tamil 
