Year,Movie,Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Screenplay by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Running time,Language
2014,Chinnadana Nee Kosam,Romance,5.2,78%, A. Karunakaran , N. Sudhakar Reddy, A. Karunakaran,, Nithiin, Mishti , Anoop Rubens , I. Andrew , Prawin Pudi , Sresht Movies ,19-December-2014, 140 minutes , Telugu 
2014,Sacred Place of Learning,Thriller,7.3,, Mahi V Raghav , Rakesh Mahankali , Mahi V Raghav ,, Sai Ronak , Nandu , Rahul Raj , Sudheer Surendran , Shravan , Moonwater Pictures ,10-October-2014,, Telugu 
2014,Anukshanam,Thriller,7.6,, Ram Gopal Varma , Vishnu Manchu , Ram Gopal Varma ,, Vishnu Manchu [1] , Revathi ,, Nani Chamidisetty , Santosh Bammidi , 24 Frames Factory ,13-September-2014, 82 minutes , Telugu 
2014,Ala Ela,Comedy,7.3,, Aneesh Krishna , Ashok Vardhan ,,, Rahul Ravindran , Hebah Patel , Bheems Ceciroleo , Sai Sri Ram ,, Ashoka Creations ,28-November-2014,, Telugu 
2014,Yamleela 2,Family,7.4,, S. V. Krishna Reddy , Dr. K.V.Satish ,,, Dr.K.V.Satish , Diah Nicholas , S. V. Krishna Reddy ,,, Krishvi films ,28-November-2014,, Telugu 
2014,Ra Ra... Krishnayya,Action,5.5,84%, Mahesh P , Vamsi Krishna Srinivas , Mahesh P ,, Sundeep Kishan , Regina Cassandra , Achu Rajamani , Sai Sriram , Marthand K. Venkatesh , SVK Cinemas ,4-July-2014, 139 Minutes , Telugu 
2014,Brother of Bommali,Action,6/1,, B Chinni Krishna , Ammiraju Kanumilli ,,, Allari Naresh , Karthika , Shekar Chandra , Vijay Kumar , Gowtham Raju , Siri Cinema ,7-November-2014, 143 Minutes , Telugu 
2014,Laddu Babu,Comedy,5.2,, Ravi Babu , Tripuraneni Rajendra ,,, Allari Naresh , Bhumika Chawla , Chakri , Sudhakar Reddy ,, Maharadhi Films ,18-April-2014,, Telugu 
2014,Romeo,Romance,5.6,, Gopi Ganesh , Dorai Swamy , Puri Jagannadh ,, Sairam Shankar , Adonika , Sunil Kashyap , P.G. Vinda , Navin Nooli ,,10-October-2014,, Telugu 
2014,Joru,Comedy,6.6,87%, Kumar Nagendra , Ashok, Kumar Nagendra ,, Sundeep Kishan , Raashi Khanna , Bheems Ceciroleo , M R Phalani Kumar , S R Sekkhar , Sri Keerthi Films ,7-November-2014,, Telugu 
2014,Heart Attack,Action,5.2,84%, Puri Jagannadh , Puri Jagannadh , Puri Jagannadh ,, Nithiin , Adah Sharma , Anup Rubens , Amol Rathod , S. R. Shekhar , Puri Jagannadh Touring Talkies ,31-January-2014, 140 min , Telugu 
2014,Un Samayal Arayil,Comedy,7.7,89%, Prakash Raj , Prakash Raj , Tamil Dialogues: , Prakash Raj , Prakash Raj , Sneha , Ilaiyaraaja , Preetha Jayaraman , Kishore Te. , Prakash Raj Productions ,6-June-2014,, Tamil 
2014,Ice Cream,Horror,4.6,, Ram Gopal Varma , Tummalapalli Rama Satyanarayana , Ram Gopal Varma ,, Navdeep , Tejaswi Madivada , Pradyothan , Anji , Pratap Kumar Sanga , Bhimavaram Talkies ,12-July-2014, 104 mins , Telugu 
2014,Pyar Mein Padipoyane,Comedy,6.7,91%, Ravi Chavali , K. K. Radhamohan , Ravi Chavali ,, Aadi , Shanvi Srivastava , Anup Rubens , Surender Reddy , Krishna Reddy , Sri Sathya Sai Arts ,10-May-2014, 148 Minutes , Telugu 
2014,Jaihind 2,Action,6.8,88%, Arjun , Arjun , G. K. Gopinath (dialogues) ,, Arjun , Surveen Chawla , Arjun Janya , H. C. Venugopal , Kay Kay , Sree Raam Films International ,7-November-2014, 155 minutes , Tamil 
2014,Kochadaiiyaan,Action,6.6,78%, Soundarya R. Ashwin , Sunil Lulla , K.S. Ravikumar ,, Rajinikanth , Deepika Padukone , A. R. Rahman , Padmesh , Anthony[2] , Eros International ,23-May-2014, 124 minutes[3] , Tamil 
2015,Temper,Action,7.4,85%, Puri Jagannadh , Bandla Ganesh , Vakkantham Vamsi ,, N. T. Rama Rao Jr. , Kajal Aggarwal , Songs: , Shyam K. Naidu , S. R. Sekhar , Parameswara Art Productions ,13-February-2015[1], 147 minutes[2] , Telugu 
2015,Baahubali: The Beginning,Action,8.2,78%, S. S. Rajamouli , Shobu Yarlagadda , K. V. Vijayendra Prasad , K. V. Vijayendra Prasad , Prabhas , Rana Daggubati , M. M. Keeravani , K. K. Senthil Kumar , Kotagiri Venkateswara Rao , Arka Media Works ,10-July-2015, 158 minutes[1] (Telugu) , Telugu 
2015,Srimanthudu,Action,7.6,88%, Koratala Siva , Y. Naveen , Koratala Siva ,, Mahesh Babu , Shruti Haasan , Devi Sri Prasad , R. Madhi , Kotagiri Venkateswara Rao , G. Mahesh Babu Entertainment Pvt. Ltd ,7-August-2015, 158 minutes[1] , Telugu 
2015,Bhale Bhale Magadivoy,Comedy,7.9,90%, Maruthi Dasari , V. Vamsi Krishna Reddy , Maruthi Dasari , Maruthi Dasari , Nani , Lavanya Tripathi , Gopi Sunder , Nizar Shafi , S. B. Uddhav , UV Creations ,4-September-2015, 145 minutes , Telugu 
2015,Subramanyam For Sale,Comedy,6/1,83%, Harish Shankar , Dil Raju , Harish Shankar (Dialogues) , Ramesh Reddy , Sai Dharam Tej , Regina Cassandra , Mickey J Meyer , C. Ramprasad , Gautham Raju , Sri Venkateswara Creations[1] ,24-September-2015, 152 minutes , Telugu 
2015,Gopala Gopala,Comedy,7.6,83%, Kishore Kumar Pardasani , Daggubati Suresh Babu ,, Kishore Kumar Pardasani , Pawan Kalyan , Venkatesh , Anoop Rubens , Jayanan Vincent , Gautham Raju , Suresh Productions ,10-January-2015, 153 minutes , Telugu 
2015,S/O Satyamurthy,Action,6.7,90%, Trivikram Srinivas , S. Radha Krishna , Trivikram Srinivas ,, Allu Arjun , Upendra , Devi Sri Prasad[1] , Prasad Murella , Prawin Pudi , Haarika & Hassine Creations ,9-April-2015,, Telugu 
2015,Kanche,Action,8.2,90%, Krish , Y. Rajeev Reddy , Krish ,, Varun Tej , Pragya Jaiswal , Chirantan Bhatt , Gnana Shekar V.S. , Suraj Jagtap , First Frame Entertainment ,22-October-2015, 125 minutes[1] , Telugu 
2015,Kumari 21F,Romance,7.8,84%, Palnati Surya Pratap , Sukumar , Sukumar ,, Raj Tarun , Hebah Patel , Devi Sri Prasad , R. Rathnavelu , Amar Reddy , Sukumar Writings ,20-November-2015, 135 minutes , Telugu 
2015,Yevade Subramanyam,Comedy,7.7,95%, Nag Ashwin , Priyanka Dutt ,,, Nani , Malavika Nair , Radhan ,,, Swapna Cinema ,21-March-2015, 150 minutes , Telugu 
2015,Malli Malli Idi Rani Roju,Romance,5/5,90%, Kranthi Madhav , K. A. Vallabha ,, Kranthi Madhav , Sharwanand , Nithya Menen , Gopi Sundar , Gnana Shekar V.S. , Kotagiri Venkateswara Rao , Creative Commercials[1] ,6-February-2015, 144 min , Telugu 
2015,Rudhramadevi,Action,6.2,82%, Gunasekhar , Gunasekhar , Gunasekhar ,, Anushka Shetty , Allu Arjun , Ilaiyaraaja , Ajayan Vincent , Sreekar Prasad , Gunaa Team Works ,9-October-2015, 157 minutes , Telugu 
2015,Kerintha,,6.5,91%, Sai Kiran Adivi , Dil Raju , Abburi Ravi ,, Sumanth Ashwin , Viswant , Mickey J Meyer , Vijay C Chakravarthy , Madhu , Sri Venkateswara Creations ,12-June-2015,, Telugu 
2015,Pataas,Action,6.8,74%, Anil Ravipudi , Nandamuri Kalyan Ram , Anil Ravipudi ,, Nandamuri Kalyan Ram , Shruti Sodhi , Sai Karthik , Sarvesh Murari , Thammi Raju , N.T.R. Arts ,23-January-2015, 141 min[3] , Telugu 
2015,Akhil,Drama,3.9,74%, V. V. Vinayak , Nithiin , Kona Venkat (dialogues) ,, Akhil Akkineni , Sayesha Saigal , Songs: , Amol Rathod , Gautham Raju , Sreshth Movies ,11-November-2015, 130 minutes , Telugu 
2015,Bengal Tiger,Action,5/1,83%, Sampath Nandi , K. K. Radha Mohan , Sampath Nandi , Sampath Nandi , Ravi Teja , Tamannaah , Bheems Cecireleo , Soundararajan , Gautham Raju , Sri Satya Sai Arts ,10-December-2015, 145 minutes , Telugu 
2015,Shivam,Comedy,5.5,83%,, Sravanthi Ravi Kishore ,,, Ram , Rashi Khanna , Devi Sri Prasad ,,, Sri Sravanthi Movies ,2-October-2015, 168 minutes(original release) , Telugu 
2015,Bruce Lee - The Fighter,Comedy,5.5,86%, Sreenu Vaitla , DVV Danayya , Sreenu Vaitla ,, Ram Charan , Rakul Preet Singh , S. Thaman , Manoj Paramahamsa , M. R. Varma , DVV Entertainments ,16-October-2015, 151 minutes , Telugu 
2015,Dohchay,Action,6/1,84%, Sudheer Varma , B. V. S. N. Prasad ,, Sudheer Varma , Naga Chaitanya , Kriti Sanon , Sunny M.R. , Richard Prasad , Karthika Srinivas , Sri Venkateswara Cine Chitra ,24-April-2015,, Telugu 
2015,Columbus,Comedy,7.5,94%, R. Samala , Ashwani Kumar Sehdev , M.S. Raju & R. Samala ,, Sumanth Ashwin , Mishti Chakraborty , Jithin Roshan , Samala Bhasker , K.V Krishna Reddy ,,October-22,, Telugu 
2015,Pandaga Chesko,Action,5.5,86%, Gopichand Malineni , Ravi Kireeti ,, Kona Venkat, Ram , Rakul Preet Singh , S. Thaman , Arthur A. Wilson ,, United Movies ,29-May-2015, 162 minutes , Telugu 
2015,Jadoogadu,Action,5.9,77%, Yogi , V.V.N Prasad , P.maddhu sudan ,, Naga Shourya , Sonarika Bhadoria , Sagar Mahathi ,, M.R. Varma , Sathyaa Entertainments ,June-26,, Telugu 
2015,Loafer,Action,5.1,79%, Puri Jagannadh , C. Kalyan , Puri Jagannadh ,, Varun Tej , Disha Patani , Sunil Kashyap , P.G. Vinda , S. R. Sekhar , C. K. Entertainments ,17-December-2015, 134 minutes , Telugu 
2015,Kick 2,Comedy,5.3,76%, Surender Reddy , Nandamuri Kalyan Ram , Vakkantham Vamsi ,, Ravi Teja , Rakul Preet Singh , S. Thaman , Manoj Paramahamsa , Gautham Raju , N.T.R. Arts ,21-August-2015, 170 minutes , Telugu 
2015,Avunu 2,Horror,5.3,72%, Ravi Babu , Ravi Babu ,,, Harshvardhan Rane , Poorna , Shekar Chandra ,,, Flying Frogs ,3-April-2015, 100 minutes [4] , Telugu 
2015,Jil,Action,5.5,77%, Radha Krishna Kumar , Vamsi Krishna Reddy , Radha Krishna kumar ,, Gopichand , Rashi Khanna , Ghibran , Sakthi Saravanan , Kotagiri Venkateshwara Rao , UV Creations ,27-March-2015, 130 min , Telugu 
2015,Size Zero,Comedy,5.6,86%, Prakash Kovelamudi , Prasad V Potluri , Tamil dialogues: , Kanika Dhillon , Anushka Shetty , Arya , M. M. Keeravani , Nirav Shah , Prawin Pudi , PVP Cinema ,27-November-2015, 125 minutes[2] , Telugu 
2015,Raju Gari Gadhi,Horror,4.9,72%, Ohmkar ,,,, Ashwin Babu , Dhanya Balakrishna , Sai Karthik , Gnanam , Nagaraj , Varahi Chalana Chitram ,16-October-2015, 135 minutes , Telugu 
2015,Sankarabharanam,Comedy,5.2,82%, Uday Nandanavanam , M.V.V. Sathyanarayana , Kona Venkat ,, Nikhil Siddharth , Nanditha Raj , Praveen Lakkaraju , Sai Sriram , Chota K. Prasad , MVV Cinema ,4-December-2015,, Telugu 
2015,Bham Bolenath,Comedy,7.4,, Karthik Varma , Siruvuri Rajesh Varma ,,, Navdeep , Pooja Jhaveri , Sai Karthik , Bharani K. Dharan ,, R.C.C Entertainments ,27-February-2015,, Telugu 
2015,Bandipotu,Comedy,5.4,, Mohan Krishna Indraganti , Aryan Rajesh ,,, Allari Naresh, Eesha Rebba, Kalyani Malik , P.G. Vinda , Dharmendra Kakarala , E. V .V. Cinema ,20-February-2015, 126 min , Telugu 
2015,Surya vs Surya,Action,6.8,88%, Karthik Ghattamaneni , Malkapuram Shiva , Karthik Ghattamaneni ,, Nikhil Siddharth , Tridha Choudhury , Satya Mahaveer , Karthik Ghattamaneni ,, Surakh Entertainments ,5-March-2015,, Telugu 
2015,Bhale manchi roju,Action,7/1,91%, Sriram Adittya T , Vijay Chilla ,, Sriram Adittya T , Sudheer Babu , Wamiqa Gabbi ,,,,,25-December-2015,,
2015,Pesarattu,,4.3,14%, Mahesh Kathi , Kiran Kumar Gudipalli , Aripirala Satyaprasad ,, Nandu , Nikitha Narayan , Ghantasala Viswanath , Kamalakar , Prasankar ,,6-February-2015, 112 minutes , Telugu
2015,Soukhyam,Action,3.6,74%, A. S. Ravikumar Chowdary , V. Anand Prasad , Sridhar Seepanna (dialogues) , Kona Venkat , Gopichand , Regina Cassandra , Anoop Rubens , Prasad Murella , Gautham Raju , Bhavya Creations ,24-December-2015,, Telugu 
2015,Krishnamma Kalipindi Iddarini,Romance,7.4,94%, R. Chandru , Sridhar Lagadapati , Sainath Thotapalli ,, Sudheer Babu, Nanditha Raj , Hari , K S Chandra Sekhar , Ramesh Kolluri ,,19-June-2015,, Telugu 
2015,Courier Boy Kalyan,Action,5.6,70%, Premsai , Gautham Menon , Premsai ,, Nitin , Yami Gautam , Karthik-Anup Rubens , Satya Ponmar , Praveen Pudi , Photon Kathaas Ondraga Entertainment ,17-September-2015,, Telugu 
2015,Janda Pai Kapiraju,Action,6.4,86%, Samuthirakani , K. S. Sreenivasan ,,, Sarathkumar , Nani , G. V. Prakash Kumar , M. Sukumar - M. Jeevan , S.N.Fazil , Vasan Visual Ventures ,21-March-2015,, Telugu 
2015,Sher,Action,5/1,72%, A. Mallikarjun , Komara Venkatesh , Diamond Ratna Babu (Story and Dialogues) ,, Nandamuri Kalyan Ram , Sonal Chauhan , S. Thaman , Sarvesh Murari ,,,30-October-2015,, Telugu 
2015,Mama Manchu Alludu Kanchu,Comedy,5.5,, Srinivass Reddy , Vishnu Manchu ,,, Allari Naresh , Mohan Babu , Raghu Kunche ,,, 24 Frames Factory ,25-December-2015,, Telugu 
2015,Puli,Action,4.8,66%, Chimbu Deven , Shibu Thameens , Chimbu Deven ,, Vijay , Sridevi , Devi Sri Prasad , Natarajan Subramaniam , A. Sreekar Prasad , SKT Studios ,1-October-2015, 154 minutes , Tamil 
2015,Beeruva,Comedy,,83%, Kanmani , Anandi Arts , Kanmani ,, Sundeep Kishan , Surbhi , S. Thaman , Chota K. Naidu , Marthand K. Venkatesh , Ushakiran Movies ,23-January-2015, 141 minutes , Telugu 
2016,Oopiri,Comedy,8/1,87%, Vamsi Paidipally , Prasad V Potluri , Vamsi Paidipally ,, Akkineni Nagarjuna , Karthi , Gopi Sunder , P. S. Vinod , Madhu , PVP Cinema ,25-March-2016, 158 minutes , Telugu 
2016,Nannaku Prematho,Action,7.7,89%, Sukumar , B. V. S. N. Prasad , Buchibabu Sana ,, N. T. Rama Rao Jr. , Rakul Preet Singh , Devi Sri Prasad , Vijay C Chakravarthy , Navin Nooli , Sri Venkateswara Cine Chitra ,13-January-2016, 168 minutes[1] , Telugu 
2016,Pelli Choopulu,Comedy,8.4,94%, Tharun Bhascker Dhaassyam , Raj Kandukuri ,, Tharun Bhaskar Dhaassyam , Ritu Varma , Vijay Deverakonda , Vivek Sagar , Nagesh Banell , Ravi Teja Girijala , BigBen Cinemas(London) & Dharmapath Creations ,29-July-2016, 124 minutes , Telugu 
2016,A Aa,Comedy,7/1,69%, Trivikram , S. Radha Krishna ,, Trivikram , Nithin , Samantha Ruth Prabhu , Mickey J Meyer , Natarajan Subramaniam[1] , Kotagiri Venkateswara Rao , Haarika & Hassine Creations ,2-June-2016, 154 minutes , Telugu 
2016,Express Raja,Comedy,7.1,85%, Merlapaka Gandhi , V. Vamsi Krishna Reddy , Merlapaka Gandhi , Merlapaka Gandhi and Sheik Dawood G , Sharwanand , Surbhi , Praveen Lakkaraju , Karthik Ghattamaneni ,, UV Creations ,14-January-2016, 150 minutes , Telugu 
2016,Janatha Garage,Action,7.4,85%, Koratala Siva[1] , Naveen Yerneni , Koratala Siva ,, Mohanlal , Jr. NTR , Devi Sri Prasad , Tirru , Kotagiri Venkateswara Rao , Mythri Movie Makers ,1-September-2016, 162 minutes , Telugu 
2016,Dhruva,Action,8.2,91%, Surender Reddy , Allu Aravind , Vema Reddy (dialogues) , Surender Reddy , Ram Charan , Arvind Swamy , Hiphop Tamizha , P. S. Vinod , Naveen Nooli , Geetha Arts ,9-December-2016, 165 minutes , Telugu 
2016,Kshanam,Thriller,8.3,91%, Ravikanth Perepu , PVP cinema ,, Adivi Sesh , Adivi Sesh , Adah Sharma , Sricharan Pakala , Shaneil Deo , Arjun Shastri , PVP cinema ,26-February-2016, 118 minutes , Telugu 
2016,Sarrainodu,Action,6.3,87%, Boyapati Srinu , Allu Aravind , M. Rathnam (Dialogue) , Boyapati Srinu , Allu Arjun , Aadhi Pinisetty , S. Thaman , Rishi Punjabi , Kotagiri Venkateshwara Rao , Geetha Arts ,22-April-2016, 160 minutes , Telugu 
2016,Gentleman,Comedy,7.1,91%, Mohan Krishna Indraganti , Sivalenka Krishna Prasad , R. David Nathan ,, Nani , Surbhi , Mani Sharma , P. G. Vinda , Marthand K. Venkatesh , Sridevi Movies ,17-June-2016, 145 minutes , Telugu 
2016,Nenu Sailaja,Comedy,7/1,89%, Kishore Tirumala , Sravanthi Ravi Kishore ,, Kishore Tirumala , Ram Pothineni , Keerthy Suresh , Devi Sri Prasad , Sameer Reddy , Sreekar Prasad , Sri Sravanthi Movies ,1-January-2016, 135 minutes , Telugu 
2016,Premam,Comedy,6.8,81%, Chandoo Mondeti , S. Naga Vamsi ,, Chandoo Mondeti , Naga Chaitanya , Shruti Haasan , Gopi Sunder , Karthik Ghattamaneni , Kotagiri Venkateswara Rao , Sitara Entertainments ,7-October-2016, 136 minutes , Telugu 
2016,Guntur Talkies,Comedy,5.7,69%, Praveen Sattaru , M. Raaj Kumar , Praveen Sattaru (story/screenplay) ,, Naresh , Siddhu Jonnalagadda , Sricharan Pakala , Ram Reddy , Dharmendra Kakarla , R. K. Studios ,4-March-2016,, Telugu 
2016,Soggade Chinni Nayana,Action,6.4,81%, Kalyan Krishna Kurasala , Akkineni Nagarjuna ,, Ram Mohan P , Akkineni Nagarjuna , Ramya Krishnan , Anup Rubens , P. S. Vinod , Prawin Pudi , Annapurna Studios ,15-January-2016, 145 minutes , Telugu 
2016,Krishna Gaadi Veera Prema Gaadha,Comedy,7.6,90%, Hanu Raghavapudi , Ram Achanta , Hanu Raghavapudi ,, Nani , Mehreen Pirzada , Vishal Chandrasekhar , J Yuvaraj[1] , MR Varma[2] , 14 Reels Entertainment ,12-February-2016, 148 minutes , Telugu 
2016,Jayammu Nischayammu Raa,Comedy,7.8,89%, Shiva Raj Kanumuri , Shiva Raj Kanumuri ,, Shiva Raj Kanumuri , Srinivasa Reddy , Poorna , Ravichandra, Nagesh Banell , Editor Venkat , Shiva Raj Kanumuri ,25-November-2016, 162 minutes , Telugu 
2016,Okka Ammayi Thappa,Action,6/1,88%, Rajasimha Tadinada , Anji Reddy , Rajasimha Tadinada ,, Sundeep Kishan , Nithya Menen , Mickey J Meyer , Chota K. Naidu , Gautham Raju , Anji Reddy productions ,10-June-2016,, Telugu 
2016,Brahmotsavam,Action,4.6,62%, Srikanth Addala , Prasad V. Potluri , Srikanth Addala ,, Mahesh Babu , Samantha Ruth Prabhu , Mickey J. Meyer , R. Rathnavelu , Kotagiri Venkateswara Rao , PVP cinema ,20-May-2016, 148 minutes , Telugu 
2016,Ekkadiki Pothavu Chinnavada,Horror,7.6,93%, Vi Anand , P.V.Rao , Vi Anand ,, Nikhil Siddharth , Hebah Patel , Shekar Chandra , Sai Sriram , Chota K Prasad , Meghana Arts ,18-November-2016, 139 minutes , Telugu 
2016,Seethamma Andalu Ramayya Sitralu,Comedy,4.4,85%, Srinivas Gavireddy , S Sailendra Babu , Srinivas Gavireddy ,, Raj Tarun , Arthana Binu , Gopi Sunder , Vishwa , Karthik Srinivas ,,29-January-2016, 133 min , Telugu 
2016,Kalyana Vaibhogame,Comedy,6.8,85%, B. V. Nandini Reddy , K.L.Damodar Prasad , B. V. Nandini Reddy ,, Naga Shourya , Malavika Nair , Kalyan Koduri , G.V.S Raju , Junaid Siddiqui ,,4-March-2016, 158 min , Telugu 
2016,Sardaar Gabbar Singh,Action,5/1,72%, K. S. Ravindra , Pawan Kalyan , Sai Madhav Burra , Pawan Kalyan , Pawan Kalyan , Kajal Aggarwal , Devi Sri Prasad , Arthur A. Wilson , Gautham Raju , Pawan Kalyan Creative Works ,8-April-2016, 164 minutes , Telugu 
2016,Pichaikkaran,Action,7.6,82%, Sasi , Fatima Vijay Antony , Sasi ,, Vijay Antony , Satna Titus , Vijay Antony , Prasanna Kumar , Veera Senthil Raj , Vijay Antony Film Corporation ,4-March-2016, 130 minutes , Tamil 
2016,Manamantha,Comedy,7.8,83%, Chandra Sekhar Yeleti , Sai Korrapati ,, Chandra Sekhar Yeleti , Mohanlal , Gautami , Mahesh Shankar , Rahul Shrivatsav , G. V. Chandra Sekhar , Varahi Chalana Chitram ,4-August-2016, 136 minutes , Telugu 
2016,Krishnashtami,Comedy,5.2,77%, Vasu Varma , Dil Raju ,,, Sunil , Nikki Galrani , Dinesh ,,, Sri Venkateswara Creations ,19-February-2016,, Telugu 
2016,Killing Veerappan,Action,7.5,88%, Ram Gopal Varma , B. V. Manjunath , K Balaji , Ram Gopal Varma, Shiva Rajkumar , Sadh Orhan , Ravi Shankar , Rammy , Anwar Ali , ZED3 Pictures ,1-January-2016, 151 minutes , Kannada 
2016,Eedo Rakam Aado Rakam,Comedy,7.7,90%, G. Nageswara Reddy , Sai Teja Naik , Diamond Ratna Babu (dialogues) , G. Nageswara Reddy , Manchu Vishnu , Sonarika Bhadoria , Sai Karthik , Siddharth Ramaswamy , M.R. Varma , A.K. Entertainments ,14-April-2016, 129 minutes , Telugu 
2016,Garam,Action,4.8,68%, Madan , Saikumar Pudipeddi[1] , Sreenivas Gavireddy ,, Aadi , Adah Sharma , Agasthya , T surendra reddy , Madhu , R.K. Studios ,February-12, 147 minutes , Telugu 
2016,Appatlo Okadundevadu,Action,8.1,97%, Sagar K Chandra , Prashanti & KrishnaVijay ,,, Sree Vishnu , Tanya Hope , Sai Karthik , Naveen Yadav , Kotagiri Venkateswara Rao , Aran Media Works ,30-December-2016[1],, Telugu 
2016,Shourya,Romance,7.5,80%, K.Dasaradh , Malkapuram Siva Kumar ,,, Manchu Manoj , Regina Cassandra , Veda K ,,, Suraksh Entertainments ,March-4, 124 minutes , Telugu 
2016,Oka Manasu,Comedy,5.2,85%, Rama Raju V Gottimukkala , Madhura Sreedhar Reddy , Rama Raju V Gottimukkala , Rama Raju V Gottimukkala , Naga Shourya , Niharika Konidela , Sunil Kashyap , Rami Reddy P , Dharmendra Kakarala , Madhura Entertainment ,24-June-2016, 146 minutes , Telugu 
2016,Idolle Ramayana,Thriller,7.8,, Prakash Raj , Prakash Raj , Jogi(Kannada dialogues) , Prakash Raj , Prakash Raj , Priyamani , Ilaiyaraaja , Mukes , Sreekar Prasad , Prakash Raj Productions ,7-October-2016, 111 minutes , Kannada 
2016,Jyo Achyutananda,Comedy,6.6,82%, Srinivas Avasarala , Sai Korrapati , Srinivas Avasarala ,, Nara Rohit , Naga Shourya , Kalyan Koduri , Venkat C.Dilip , Kiran Ganti , Varahi Chalana Chitram ,9-September-2016[2], 125 minutes , Telugu 
2016,Speedunnodu,Comedy,4.7,84%, Bhimaneni Srinivasa Rao , Bheemaneni Suneetha ,, Bhimaneni Srinivasa Rao , Bellamkonda Sreenivas , Sonarika Bhadoria , Sri Vasanth , Vijay Ulaganath , Gowtham Raju , Good Will Cinema ,5-February-2016,, Telugu 
2016,Majnu,Comedy,6.6,87%, Virinchi Varma , Geetha Golla ,, Virinchi Varma , Nani , Anu Emmanuel , Gopi Sunder , Gnana Sekhar V.S. , Prawin Pudi , Anandi Art Creations ,23-September-2016, 138 min , Telugu 
2016,Lacchimdeviki O Lekkundi,Comedy,5.5,, Jagadish Talasila , Sai Prasad Kamineni ,,, Lavanya tripathi , Naveen Chandra , M. M. Keeravani , Eshwar Yellumahanthi , Kotagiri Venkateswara Rao , Mayukha Creations ,29-January-2016, 110.30 minutes , Telugu 
2016,Sahasam Swasaga Sagipo,Romance,7.4,90%, Gautham Menon , Miryala Ravinder Reddy , Gautham Menon(story & screenplay) ,, Naga Chaitanya , Manjima Mohan , A. R. Rahman , Dan Macarthur , Anthony , Dwaraka Creations ,11-November-2016,, Telugu 
2016,Devi,Horror,5.3,77%, A. L. Vijay , K. Ganesh ,, A. L. Vijay , Prabhudeva , Tamannaah , Gopi Sundar , Manush Nandan , Anthony , Prabhu Deva Studios ,7-October-2016, 152 minutes , Tamil 
2016,Babu Bangaram,Comedy,5.5,79%, Maruthi , S. Naga Vamsi , Darling Swamy (dialogues) , Maruthi , Venkatesh , Nayanthara , Ghibran , Richard Prasad , S. B. Uddav , Sitara Entertainments ,12-August-2016, 150 mins , Telugu 
2016,Chuttalabbai,Comedy,5.9,81%, Veerabhadram Chowdary , Ram Talluri, Veerabhadram Chowdary ,, Aadi , Namitha Pramod , S. Thaman , S Arun Kumar , S R Sekhar , S.R.T Entertainments ,19-August-2016, 155 minutes , Telugu 
2016,Abbayitho Ammayi,Romance,6.2,86%, Ramesh Varma , Vandana Alekya Jakkam, Vamsi Komanduru,, Naga Shourya , Pallak Lalwani , Ilaiyaraaja , Sam.K.Naidu , SR.Sekkhar , JG Cinemas,1-January-2016,, Telugu 
2016,Terror,Action,7.5,83%, Satish Kasetty , Shaikk Mastan , Satish Kasetty ,, Srikanth , Nikita , K. Sai Kartheek , V. Shyam Prasad , Basava Paidireddy ,,26-February-2016, 144 min , Telugu 
2016,Right Right,Comedy,7/1,35%, Manu , J. Vamsi Krishna , Darling Swamy (dialogues) ,, Sumanth Ashwin , Pooja Jhaveri , J.B , Shekar V.Joseph , S.B. Uddhav , Sri Satya Entertainments ,10-June-2016,, Telugu 
2016,Shankara,Action,5.2,74%, Tatineni Satya , R.V. Chandramouli Prasad ,,, Nara Rohit , Regina Cassandra , Sai Karthik , Surender Reddy ,, Sri Leela Movies ,21-October-2016,, Telugu 
2016,Tulasi Dalam,Horror,,, R. P. Patnaik , R. P. Patnaik ,,, Nishchal , Vandana Gupta , R. P. Patnaik , Sarath Mandava , SB Uddhav ,,11-March-2016, 118 min , Telugu 
2016,Ism,Action,5.6,86%, Puri Jagannadh , Nandamuri Kalyan Ram , Puri Jagannadh ,, Nandamuri Kalyan Ram , Aditi Arya , Anup Rubens , Mukesh G , Junaid Siddiqui , N. T. R. Arts ,21-October-2016, 130 mins , Telugu 
2016,Hyper,Comedy,5.5,86%, Santosh Srinivas , Ram Achanta , Abburi Ravi (dialogues) , Santosh Srinivas , Ram Pothineni , Raashi Khanna , Songs: , Sameer Reddy , Gautham Raju , 14 Reels Entertainment ,30-September-2016,, Telugu 
2016,Last Bus,Horror,7/1,71%, S D Arvind , G. N. C. Reddy ,,, Avinash Narasimharaju , Meghashree Bhagavatar , S D Arvind , Ananth Arasu , Sri Crazymindz , Goals and Dreams ,15-January-2016,, Kannada 
2016,Raja Cheyyi Vesthe,Action,6.1,84%, Pradeep Chilukuri , Sai Korrapati ,, Pradeep Chilukuri , Nara Rohit , Taraka Ratna , Sai Karthik , Samala Bhasker ,,,29-April-2016,, Telugu 
2017,Arjun Reddy,Action,8.7,95%, Sandeep Reddy Vanga , Pranay Reddy Vanga , Sandeep Reddy Vanga ,, Vijay Deverakonda , Shalini Pandey , Radhan (songs), Raju Thota , Shashank Mali , Bhadrakali Pictures ,25-August-2017, 182 minutes , Telugu 
